453573.200039,19,0.010870,-0.002797,-0.002941,-0.006442,-0.008803,-0.003980,134.187954,0.640411,1.214316
453573.400039,19,0.010716,0.008150,-0.022794,0.010835,-0.023205,-0.006691,134.159697,0.640409,1.214330
453573.600039,19,-0.014983,-0.000959,0.001588,0.008273,0.012649,0.000150,134.143782,0.640408,1.214344
453573.800038,19,0.016940,0.010130,0.015434,-0.016028,-0.008657,0.017202,134.224982,0.640406,1.214359
453574.000038,19,0.005540,0.023767,-0.030895,0.026137,-0.029355,0.001231,134.168798,0.640405,1.214373
453574.200038,19,-0.001015,0.003930,-0.068444,0.044867,-0.036594,-0.036725,134.132909,0.640403,1.214387
453574.400038,19,0.015100,-0.005611,-0.035662,0.009877,-0.028143,-0.025337,134.105016,0.640402,1.214401
453574.600038,19,-0.000511,0.012366,0.006784,0.001610,-0.000690,0.013968,134.151773,0.640400,1.214415
453574.800038,19,-0.006320,0.005060,-0.042178,0.032500,-0.019187,-0.020495,134.093224,0.640399,1.214430
453575.000038,19,-0.003732,-0.005458,0.013710,-0.008517,0.012092,0.003574,134.182420,0.640397,1.214444
453575.200038,19,-0.004483,0.003790,0.019685,-0.007634,0.012331,0.014546,134.184500,0.640396,1.214458
453575.400038,19,-0.002603,0.019360,-0.029753,0.028736,-0.020877,-0.001671,134.104892,0.640395,1.214472
453575.600038,19,-0.002498,0.005327,0.014581,-0.005068,0.007559,0.012816,134.166895,0.640393,1.214486
453575.800038,19,0.016210,0.001731,-0.031428,0.009792,-0.029526,-0.016923,134.137262,0.640392,1.214501
453576.000037,19,-0.006600,0.007814,0.012825,-0.000223,0.008842,0.013805,134.192406,0.640390,1.214515
453576.200037,19,0.011647,0.000511,-0.046328,0.021444,-0.033393,-0.026599,134.099795,0.640389,1.214529
453576.400037,19,0.000055,0.002005,0.050542,-0.030504,0.025714,0.031092,134.184166,0.640387,1.214543
453576.600037,19,-0.007445,0.021831,0.044902,-0.013358,0.021052,0.043858,134.110880,0.640386,1.214557
453576.800037,19,-0.011344,-0.001477,0.002814,0.004930,0.010704,0.000444,134.142803,0.640384,1.214572
453577.000037,19,0.005338,-0.023102,-0.004580,-0.010861,0.002184,-0.021377,134.144010,0.640383,1.214586
453577.200037,19,-0.005418,-0.003171,-0.000516,0.002415,0.005062,-0.002869,134.119307,0.640381,1.214600
453577.400037,19,0.004496,0.002373,-0.000502,-0.001541,-0.004591,0.001629,134.095413,0.640380,1.214614
453577.600037,19,-0.000421,0.018003,0.030897,-0.010908,0.009774,0.032593,134.187712,0.640378,1.214628
453577.800037,19,0.008538,0.001031,-0.005522,-0.001634,-0.009810,-0.002385,134.143492,0.640377,1.214642
453578.000037,19,-0.029155,-0.006733,-0.010807,0.022560,0.019151,-0.011754,134.143982,0.640375,1.214657
453578.200036,19,0.009723,0.005696,-0.034320,0.017538,-0.027570,-0.015399,134.123625,0.640374,1.214671
453578.400036,19,-0.001987,-0.015256,0.021943,-0.019101,0.018752,0.000440,134.153146,0.640372,1.214685
453578.600036,19,-0.009753,0.009302,-0.054882,0.044484,-0.024817,-0.024468,134.095216,0.640371,1.214699
453578.800036,19,-0.014710,0.005336,0.005050,0.008742,0.011894,0.007265,134.105694,0.640370,1.214713
453579.000036,19,-0.004893,-0.010560,-0.003561,0.000686,0.005836,-0.010627,134.125067,0.640368,1.214727
453579.200036,19,0.008872,-0.000109,0.046935,-0.034903,0.017875,0.027278,134.143923,0.640367,1.214742
453579.400036,19,-0.008411,0.006542,0.011795,0.001022,0.010163,0.012175,134.116039,0.640365,1.214756
453579.600036,19,-0.006052,0.003428,0.010288,-0.000950,0.008737,0.008774,134.141334,0.640364,1.214770
453579.800036,19,0.014285,0.011044,-0.048332,0.025658,-0.040413,-0.019238,134.049626,0.640362,1.214784
453580.000036,19,-0.016048,0.013667,0.020862,0.003494,0.018085,0.023231,134.142065,0.640361,1.214798
453580.200036,19,0.008006,0.039981,-0.032037,0.032448,-0.037923,0.013695,134.080737,0.640359,1.214812
453580.400036,19,0.001681,0.007559,0.034276,-0.018998,0.013857,0.026106,134.106614,0.640358,1.214827
453580.600035,19,0.010638,-0.001762,-0.059337,0.029159,-0.038593,-0.036024,134.088068,0.640356,1.214841
453580.800035,19,-0.003590,0.020530,0.025507,-0.004394,0.008421,0.031496,134.071226,0.640355,1.214855
453581.000035,19,-0.005765,-0.013967,0.011617,-0.009681,0.015741,-0.004536,134.083617,0.640353,1.214869
453581.200035,19,0.008153,-0.003185,-0.027878,0.010615,-0.019659,-0.018834,134.095212,0.640352,1.214883
453581.400035,19,0.003175,-0.010814,-0.012527,0.000921,-0.004939,-0.016061,134.063988,0.640351,1.214897
453581.600035,19,0.012376,-0.000021,0.045227,-0.036069,0.014266,0.026353,134.113114,0.640349,1.214911
453581.800035,19,0.005798,0.003901,-0.018169,0.009258,-0.015425,-0.007435,134.093216,0.640348,1.214926
453582.000035,19,0.021121,0.019980,-0.014474,0.004198,-0.031235,0.007739,134.094675,0.640346,1.214940
453582.200035,19,0.001460,-0.003739,0.006992,-0.006941,0.003954,0.001049,134.056463,0.640345,1.214954
453582.400035,19,0.000061,0.004004,0.006067,-0.002026,0.001634,0.006780,134.096928,0.640343,1.214968
453582.600035,19,-0.000516,0.010309,0.017147,-0.005729,0.005521,0.018345,134.052868,0.640342,1.214982
453582.800034,19,-0.018768,0.004755,0.003069,0.012337,0.014176,0.005639,134.091113,0.640340,1.214996
453583.000034,19,0.000194,0.007466,-0.027879,0.020486,-0.017570,-0.010210,134.054215,0.640339,1.215010
453583.200034,19,-0.000023,0.010588,0.016435,-0.005483,0.004666,0.018156,134.059084,0.640337,1.215025
453583.400034,19,0.004065,0.003298,-0.022448,0.012765,-0.016118,-0.010419,134.073452,0.640336,1.215039
453583.600034,19,-0.020343,0.007754,0.049794,-0.014306,0.038761,0.035311,134.141349,0.640335,1.215053
453583.800034,19,0.011181,-0.003774,-0.011534,-0.001745,-0.013182,-0.009781,134.055440,0.640333,1.215067
453584.000034,19,-0.008579,0.023928,-0.021776,0.029676,-0.013838,0.006679,134.023149,0.640332,1.215081
453584.200034,19,0.013842,0.004471,0.006880,-0.011230,-0.008652,0.007632,134.090873,0.640330,1.215095
453584.400034,19,0.002634,0.003738,-0.013825,0.008535,-0.010666,-0.005034,134.070100,0.640329,1.215109
453584.600034,19,-0.008485,0.012724,0.019962,-0.001254,0.012184,0.021942,134.112614,0.640327,1.215123
453584.800034,19,0.000050,-0.006043,0.060155,-0.040037,0.033779,0.030181,134.096618,0.640326,1.215138
453585.000033,19,0.010858,-0.011907,-0.002732,-0.010607,-0.005267,-0.011234,134.043248,0.640324,1.215152
453585.200033,19,0.013229,-0.021991,-0.005349,-0.014991,-0.004669,-0.020926,134.018693,0.640323,1.215166
453585.400033,19,-0.005862,0.031791,-0.002791,0.019631,-0.008908,0.024116,134.036469,0.640321,1.215180
453585.600033,19,0.005583,0.019920,0.023588,-0.009402,0.000630,0.029883,134.092280,0.640320,1.215194
453585.800033,19,0.019427,-0.009270,-0.033399,0.004054,-0.028892,-0.026980,133.950586,0.640319,1.215208
453586.000033,19,0.011216,0.011475,-0.000590,-0.001789,-0.013189,0.008947,134.009350,0.640317,1.215222
453586.200033,19,-0.005196,-0.007509,0.024468,-0.015155,0.019623,0.008186,134.029702,0.640316,1.215236
453586.400033,19,0.036339,-0.009522,0.037189,-0.050786,-0.004707,0.013972,134.058934,0.640314,1.215250
453586.600033,19,0.000046,0.019421,0.022070,-0.005103,0.004255,0.028594,134.067553,0.640313,1.215265
453586.800033,19,-0.021590,0.006129,-0.003993,0.019151,0.012114,0.002635,134.006544,0.640311,1.215279
453587.000033,19,-0.004555,0.011247,0.028976,-0.010042,0.014461,0.026002,134.054205,0.640310,1.215293
453587.200032,19,0.017410,0.023761,-0.059955,0.036493,-0.053670,-0.015717,133.991556,0.640308,1.215307
453587.400032,19,0.009061,0.008596,0.006568,-0.006116,-0.006708,0.010789,134.059394,0.640307,1.215321
453587.600032,19,0.015307,-0.007968,-0.022658,0.000630,-0.020597,-0.019663,134.082997,0.640306,1.215335
453587.800032,19,-0.001932,0.011817,-0.027550,0.023587,-0.017404,-0.006494,133.971615,0.640304,1.215349
453588.000032,19,-0.005969,-0.007773,-0.023213,0.014811,-0.004694,-0.019829,133.987336,0.640303,1.215363
453588.200032,19,-0.009128,0.008400,0.028391,-0.007988,0.018718,0.023356,134.061877,0.640301,1.215377
453588.400032,19,0.005275,0.003254,-0.018227,0.009345,-0.014813,-0.007993,134.046705,0.640300,1.215391
453588.600032,19,-0.019304,0.030709,-0.000928,0.026682,0.002752,0.024325,134.059100,0.640298,1.215406
453588.800032,19,0.002147,0.001564,-0.029724,0.017749,-0.017817,-0.016065,133.989958,0.640297,1.215420
453589.000032,19,0.013856,0.014029,-0.022834,0.011440,-0.027833,-0.001954,134.029991,0.640296,1.215434
453589.200032,19,0.008801,0.020577,-0.030522,0.022383,-0.030456,-0.001134,134.071141,0.640294,1.215448
453589.400031,19,0.011332,-0.031701,-0.063596,0.018065,-0.030124,-0.062750,133.993653,0.640293,1.215462
453589.600031,19,-0.003994,0.003436,0.093410,-0.053850,0.050757,0.057246,134.120821,0.640291,1.215476
453589.800031,19,-0.011740,0.026183,0.056127,-0.015616,0.028591,0.053928,134.103329,0.640290,1.215490
453590.000031,19,-0.002164,-0.007719,-0.037395,0.021175,-0.015062,-0.028055,134.042453,0.640288,1.215504
453590.200031,19,-0.001093,0.004987,-0.008650,0.008287,-0.005571,-0.001005,134.000330,0.640287,1.215518
453590.400031,19,0.003745,0.023247,-0.048264,0.037844,-0.036897,-0.009317,134.002310,0.640285,1.215532
453590.600031,19,0.003536,-0.015957,0.033786,-0.030330,0.021004,0.006778,134.115409,0.640284,1.215546
453590.800031,19,0.008844,-0.010880,0.000327,-0.010747,-0.002508,-0.008620,134.019007,0.640283,1.215560
453591.000031,19,-0.004923,0.004211,0.015914,-0.004823,0.010531,0.012688,134.027856,0.640281,1.215574
453591.200031,19,-0.007048,-0.004219,0.006695,-0.001471,0.010483,0.000487,134.014145,0.640280,1.215588
453591.400031,19,-0.028658,-0.004986,0.021567,0.002928,0.035094,0.008537,134.046121,0.640278,1.215603
453591.600030,19,0.022957,0.012774,-0.054285,0.024514,-0.050815,-0.021308,133.966873,0.640277,1.215617
453591.800030,19,0.003274,0.013715,0.021312,-0.009251,0.003530,0.023532,134.054345,0.640275,1.215631
453592.000030,19,0.000786,0.003721,0.021115,-0.011957,0.009078,0.015325,133.998506,0.640274,1.215645
453592.200030,19,-0.003284,-0.010374,0.009876,-0.008609,0.011583,-0.002643,134.069233,0.640273,1.215659
453592.400030,19,0.010931,0.011619,-0.002860,-0.000132,-0.014216,0.007741,133.968588,0.640271,1.215673
453592.600030,19,0.009088,0.018827,0.007738,-0.002319,-0.009953,0.019756,133.986761,0.640270,1.215687
453592.800030,19,-0.009652,0.008062,0.013180,0.001639,0.011268,0.014213,134.001027,0.640268,1.215701
