111184.2,0,0,0
111184.4,0,0,0
111184.6,0,0,0
111184.8,0,0,0
111185,0,0,0
111185.2,0,0,0
111185.4,0,0,0
111185.6,0,0,0
111185.8,0,0,0
111186,0,0,0
111186.2,0,0,0
111186.4,0,0,0
111186.6,0,0,0
111186.8,0,0,0
111187,0,0,0
111187.2,0,0,0
111187.4,0,0,0
111187.6,0,0,0
111187.8,0,0,0
111188,0,0,0
111188.2,0,0,0
111188.4,0,0,0
111188.6,0,0,0
111188.8,0,0,0
111189,0,0,0
111189.2,0,0,0
111189.4,0,0,0
111189.6,0,0,0
111189.8,0,0,0
111190,0,0,0
111190.2,0,0,0
111190.4,0,0,0
111190.6,0,0,0
111190.8,0,0,0
111191,0,0,0
111191.2,0,0,0
111191.4,0,0,0
111191.6,0,0,0
111191.8,0,0,0
111192,0,0,0
111192.2,0,0,0
111192.4,0,0,0
111192.6,0,0,0
111192.8,0,0,0
111193,0,0,0
111193.2,0,0,0
111193.4,0,0,0
111193.6,0,0,0
111193.8,0,0,0
111194,0,0,0
111194.2,0,0,0
111194.4,0,0,0
111194.6,0,0,0
111194.8,0,0,0
111195,0,0,0
111195.2,0,0,0
111195.4,0,0,0
111195.6,0,0,0
111195.8,0,0,0
111196,0,0,0
111196.2,0,0,0
111196.4,0,0,0
111196.6,0,0,0
111196.8,0,0,0
111197,0,0,0
111197.2,0,0,0
111197.4,0,0,0
111197.6,0,0,0
111197.8,0,0,0
111198,0,0,0
111198.2,0,0,0
111198.4,0,0,0
111198.6,0,0,0
111198.8,0,0,0
111199,0,0,0
111199.2,0,0,0
111199.4,0,0,0
111199.6,0,0,0
111199.8,0,0,0
111200,0,0,0
111200.2,0,0,0
111200.4,0,0,0
111200.6,0,0,0
111200.8,0,0,0
111201,0,0,0
111201.2,0,0,0
111201.4,0,0,0
111201.6,0,0,0
111201.8,0,0,0
111202,0,0,0
111202.2,0,0,0
111202.4,0,0,0
111202.6,0,0,0
111202.8,0,0,0
111203,0,0,0
111203.2,0,0,0
111203.4,0,0,0
111203.6,0,0,0
111203.8,0,0,0
111204,0,0,0
111204.2,0,0,0
111204.4,0,0,0
111204.6,0,0,0
111204.8,0,0,0
111205,0,0,0
111205.2,0,0,0
111205.4,0,0,0
