Index,GPS time,X,Y,Z,VX
3212,2147:194143.400,-3961742.751,3348594.077,3698709.822,
3213,2147:194143.600,-3961742.886,3348592.573,3698710.977,
3214,2147:194143.800,-3961743.002,3348591.072,3698712.113,
3215,2147:194144.000,-3961743.140,3348589.611,3698713.214,
3216,2147:194144.200,-3961743.279,3348588.170,3698714.305,
3217,2147:194144.400,-3961743.410,3348586.726,3698715.373,
3218,2147:194144.600,-3961743.524,3348585.318,3698716.465,
3219,2147:194144.800,-3961743.640,3348583.930,3698717.529,
3220,2147:194145.000,-3961743.742,3348582.559,3698718.587,
3221,2147:194145.200,-3961743.816,3348581.203,3698719.640,
3222,2147:194145.400,-3961743.862,3348579.863,3698720.690,
3223,2147:194145.600,-3961743.916,3348578.570,3698721.749,
3224,2147:194145.800,-3961743.950,3348577.310,3698722.793,
3225,2147:194146.000,-3961743.932,3348576.099,3698723.833,
3226,2147:194146.200,-3961743.950,3348574.931,3698724.833,
3227,2147:194146.400,-3961743.895,3348573.802,3698725.830,
3228,2147:194146.600,-3961743.869,3348572.724,3698726.810,
3229,2147:194146.800,-3961743.798,3348571.676,3698727.778,
3230,2147:194147.000,-3961743.737,3348570.647,3698728.736,
3231,2147:194147.200,-3961743.656,3348569.671,3698729.672,
3232,2147:194147.400,-3961743.553,3348568.730,3698730.581,
3233,2147:194147.600,-3961743.446,3348567.840,3698731.478,
3234,2147:194147.800,-3961743.358,3348566.979,3698732.350,
3235,2147:194148.000,-3961743.241,3348566.162,3698733.185,
3236,2147:194148.200,-3961743.113,3348565.383,3698733.989,
3237,2147:194148.400,-3961743.018,3348564.655,3698734.774,
3238,2147:194148.600,-3961742.908,3348563.971,3698735.531,
3239,2147:194148.800,-3961742.778,3348563.335,3698736.263,
3240,2147:194149.000,-3961742.663,3348562.748,3698736.977,
3241,2147:194149.200,-3961742.501,3348562.200,3698737.634,
3242,2147:194149.400,-3961742.358,3348561.696,3698738.261,
3243,2147:194149.600,-3961742.187,3348561.243,3698738.869,
3244,2147:194149.800,-3961741.989,3348560.841,3698739.451,
3245,2147:194150.000,-3961741.788,3348560.459,3698739.986,
3246,2147:194150.200,-3961741.603,3348560.107,3698740.530,
3247,2147:194150.400,-3961741.403,3348559.796,3698741.040,
3248,2147:194150.600,-3961741.154,3348559.520,3698741.533,
3249,2147:194150.800,-3961740.916,3348559.267,3698742.041,
3250,2147:194151.000,-3961740.644,3348559.022,3698742.536,
3251,2147:194151.200,-3961740.374,3348558.801,3698743.028,
3252,2147:194151.400,-3961740.067,3348558.603,3698743.512,
3253,2147:194151.600,-3961739.767,3348558.430,3698743.996,
3254,2147:194151.800,-3961739.430,3348558.281,3698744.474,
3255,2147:194152.000,-3961739.099,3348558.166,3698744.949,
3256,2147:194152.200,-3961738.739,3348558.059,3698745.409,
3257,2147:194152.400,-3961738.375,3348557.984,3698745.871,
3258,2147:194152.600,-3961737.973,3348557.925,3698746.364,
3259,2147:194152.800,-3961737.522,3348557.891,3698746.876,
3260,2147:194153.000,-3961737.017,3348557.884,3698747.390,
3261,2147:194153.200,-3961736.489,3348557.898,3698747.941,
3262,2147:194153.400,-3961735.915,3348557.954,3698748.481,
3263,2147:194153.600,-3961735.294,3348558.060,3698749.054,
3264,2147:194153.800,-3961734.620,3348558.208,3698749.654,
3265,2147:194154.000,-3961733.873,3348558.410,3698750.249,
3266,2147:194154.200,-3961733.104,3348558.651,3698750.857,
3267,2147:194154.400,-3961732.290,3348558.924,3698751.474,
3268,2147:194154.600,-3961731.443,3348559.260,3698752.084,
3269,2147:194154.800,-3961730.556,3348559.640,3698752.680,
3270,2147:194155.000,-3961729.645,3348560.059,3698753.284,
3271,2147:194155.200,-3961728.715,3348560.536,3698753.861,
3272,2147:194155.400,-3961727.730,3348561.048,3698754.456,
3273,2147:194155.600,-3961726.717,3348561.620,3698755.027,
3274,2147:194155.800,-3961725.681,3348562.219,3698755.603,
3275,2147:194156.000,-3961724.621,3348562.830,3698756.179,
3276,2147:194156.200,-3961723.530,3348563.475,3698756.746,
3277,2147:194156.400,-3961722.437,3348564.140,3698757.319,
3278,2147:194156.600,-3961721.340,3348564.832,3698757.856,
3279,2147:194156.800,-3961720.278,3348565.546,3698758.405,
3280,2147:194157.000,-3961719.185,3348566.227,3698758.952,
3281,2147:194157.200,-3961718.103,3348566.901,3698759.498,
3282,2147:194157.400,-3961717.032,3348567.574,3698760.051,
3283,2147:194157.600,-3961715.964,3348568.265,3698760.572,
3284,2147:194157.800,-3961714.889,3348568.939,3698761.105,
3285,2147:194158.000,-3961713.808,3348569.616,3698761.644,
3286,2147:194158.200,-3961712.716,3348570.295,3698762.185,
3287,2147:194158.400,-3961711.638,3348570.977,3698762.731,
3288,2147:194158.600,-3961710.540,3348571.671,3698763.282,
3289,2147:194158.800,-3961709.419,3348572.377,3698763.843,
3290,2147:194159.000,-3961708.307,3348573.092,3698764.412,
3291,2147:194159.200,-3961707.187,3348573.800,3698764.969,
3292,2147:194159.400,-3961706.051,3348574.521,3698765.548,
3293,2147:194159.600,-3961704.915,3348575.243,3698766.118,
3294,2147:194159.800,-3961703.761,3348575.959,3698766.695,
3295,2147:194160.000,-3961702.597,3348576.688,3698767.284,
3296,2147:194160.200,-3961701.438,3348577.423,3698767.870,
3297,2147:194160.400,-3961700.282,3348578.160,3698768.461,
3298,2147:194160.600,-3961699.097,3348578.888,3698769.045,
3299,2147:194160.800,-3961697.919,3348579.631,3698769.635,
3300,2147:194161.000,-3961696.740,3348580.371,3698770.222,
3301,2147:194161.200,-3961695.548,3348581.112,3698770.840,
3302,2147:194161.400,-3961694.351,3348581.866,3698771.431,
3303,2147:194161.600,-3961693.145,3348582.613,3698772.038,
3304,2147:194161.800,-3961691.919,3348583.358,3698772.667,
3305,2147:194162.000,-3961690.693,3348584.107,3698773.293,
3306,2147:194162.200,-3961689.471,3348584.861,3698773.933,
3307,2147:194162.400,-3961688.231,3348585.611,3698774.572,
3308,2147:194162.600,-3961686.978,3348586.367,3698775.216,
3309,2147:194162.800,-3961685.724,3348587.135,3698775.870,
3310,2147:194163.000,-3961684.467,3348587.894,3698776.539,
3311,2147:194163.200,-3961683.201,3348588.656,3698777.207,
3312,2147:194163.400,-3961681.940,3348589.421,3698777.873,
3313,2147:194163.600,-3961680.675,3348590.182,3698778.533,
3314,2147:194163.800,-3961679.426,3348590.933,3698779.194,
3315,2147:194164.000,-3961678.176,3348591.683,3698779.857,
3316,2147:194164.200,-3961676.928,3348592.425,3698780.525,
3317,2147:194164.400,-3961675.688,3348593.169,3698781.200,
3318,2147:194164.600,-3961674.445,3348593.911,3698781.854,
3319,2147:194164.800,-3961673.209,3348594.655,3698782.516,
3320,2147:194165.000,-3961671.972,3348595.376,3698783.171,
3321,2147:194165.200,-3961670.739,3348596.111,3698783.839,
3322,2147:194165.400,-3961669.508,3348596.839,3698784.496,
3323,2147:194165.600,-3961668.278,3348597.583,3698785.161,
3324,2147:194165.800,-3961667.071,3348598.327,3698785.807,
3325,2147:194166.000,-3961665.852,3348599.052,3698786.451,
3326,2147:194166.200,-3961664.637,3348599.771,3698787.103,
3327,2147:194166.400,-3961663.431,3348600.493,3698787.748,
3328,2147:194166.600,-3961662.229,3348601.229,3698788.357,
3329,2147:194166.800,-3961661.029,3348601.950,3698788.969,
3330,2147:194167.000,-3961659.851,3348602.679,3698789.590,
3331,2147:194167.200,-3961658.672,3348603.414,3698790.205,
3332,2147:194167.400,-3961657.497,3348604.129,3698790.810,
3333,2147:194167.600,-3961656.336,3348604.851,3698791.403,
3334,2147:194167.800,-3961655.185,3348605.570,3698791.992,
3335,2147:194168.000,-3961654.022,3348606.297,3698792.576,
3336,2147:194168.200,-3961652.884,3348607.007,3698793.151,
3337,2147:194168.400,-3961651.754,3348607.731,3698793.714,
3338,2147:194168.600,-3961650.629,3348608.430,3698794.279,
3339,2147:194168.800,-3961649.508,3348609.121,3698794.826,
3340,2147:194169.000,-3961648.407,3348609.804,3698795.375,
3341,2147:194169.200,-3961647.326,3348610.491,3698795.917,
3342,2147:194169.400,-3961646.253,3348611.167,3698796.461,
3343,2147:194169.600,-3961645.195,3348611.822,3698796.982,
3344,2147:194169.800,-3961644.175,3348612.466,3698797.500,
3345,2147:194170.000,-3961643.177,3348613.104,3698797.996,
3346,2147:194170.200,-3961642.209,3348613.722,3698798.499,
3347,2147:194170.400,-3961641.260,3348614.311,3698798.976,
3348,2147:194170.600,-3961640.333,3348614.895,3698799.434,
3349,2147:194170.800,-3961639.447,3348615.464,3698799.888,
3350,2147:194171.000,-3961638.578,3348616.001,3698800.323,
3351,2147:194171.200,-3961637.754,3348616.519,3698800.740,
3352,2147:194171.400,-3961636.960,3348617.009,3698801.129,
3353,2147:194171.600,-3961636.218,3348617.472,3698801.495,
3354,2147:194171.800,-3961635.528,3348617.908,3698801.848,
3355,2147:194172.000,-3961634.876,3348618.330,3698802.175,
3356,2147:194172.200,-3961634.250,3348618.698,3698802.476,
3357,2147:194172.400,-3961633.669,3348619.062,3698802.763,
3358,2147:194172.600,-3961633.139,3348619.401,3698803.041,
3359,2147:194172.800,-3961632.647,3348619.712,3698803.288,
3360,2147:194173.000,-3961632.185,3348619.993,3698803.507,
3361,2147:194173.200,-3961631.782,3348620.246,3698803.711,
3362,2147:194173.400,-3961631.407,3348620.475,3698803.887,
3363,2147:194173.600,-3961631.081,3348620.679,3698804.048,
3364,2147:194173.800,-3961630.807,3348620.854,3698804.184,
3365,2147:194174.000,-3961630.555,3348621.015,3698804.301,
3366,2147:194174.200,-3961630.349,3348621.146,3698804.401,
3367,2147:194174.400,-3961630.183,3348621.269,3698804.497,
3368,2147:194174.600,-3961630.039,3348621.366,3698804.567,
3369,2147:194174.800,-3961629.920,3348621.432,3698804.624,
3370,2147:194175.000,-3961629.833,3348621.483,3698804.670,
3371,2147:194175.200,-3961629.781,3348621.523,3698804.703,
3372,2147:194175.400,-3961629.759,3348621.541,3698804.716,
3373,2147:194175.600,-3961629.760,3348621.540,3698804.713,
3374,2147:194175.800,-3961629.769,3348621.536,3698804.714,
3375,2147:194176.000,-3961629.764,3348621.539,3698804.711,
3376,2147:194176.200,-3961629.764,3348621.536,3698804.712,
3377,2147:194176.400,-3961629.764,3348621.536,3698804.712,
3378,2147:194176.600,-3961629.763,3348621.537,3698804.710,
3379,2147:194176.800,-3961629.766,3348621.538,3698804.709,
3380,2147:194177.000,-3961629.765,3348621.540,3698804.709,
3381,2147:194177.200,-3961629.768,3348621.539,3698804.708,
3382,2147:194177.400,-3961629.766,3348621.538,3698804.709,
3383,2147:194177.600,-3961629.766,3348621.539,3698804.711,
3384,2147:194177.800,-3961629.767,3348621.540,3698804.712,
3385,2147:194178.000,-3961629.767,3348621.539,3698804.711,
3386,2147:194178.200,-3961629.768,3348621.540,3698804.710,
3387,2147:194178.400,-3961629.766,3348621.539,3698804.713,
3388,2147:194178.600,-3961629.766,3348621.538,3698804.713,
3389,2147:194178.800,-3961629.764,3348621.538,3698804.710,
3390,2147:194179.000,-3961629.766,3348621.537,3698804.712,
3391,2147:194179.200,-3961629.767,3348621.540,3698804.714,
3392,2147:194179.400,-3961629.765,3348621.538,3698804.713,
3393,2147:194179.600,-3961629.763,3348621.538,3698804.713,
3394,2147:194179.800,-3961629.763,3348621.539,3698804.714,
3395,2147:194180.000,-3961629.763,3348621.540,3698804.714,
3396,2147:194180.200,-3961629.766,3348621.541,3698804.713,
3397,2147:194180.400,-3961629.764,3348621.539,3698804.713,
3398,2147:194180.600,-3961629.766,3348621.541,3698804.712,
3399,2147:194180.800,-3961629.767,3348621.540,3698804.716,
3400,2147:194181.000,-3961629.764,3348621.538,3698804.715,
3401,2147:194181.200,-3961629.764,3348621.537,3698804.715,
3402,2147:194181.400,-3961629.766,3348621.539,3698804.715,
3403,2147:194181.600,-3961629.764,3348621.540,3698804.713,
3404,2147:194181.800,-3961629.766,3348621.541,3698804.714,
3405,2147:194182.000,-3961629.760,3348621.534,3698804.708,
3406,2147:194182.200,-3961629.757,3348621.531,3698804.707,
3407,2147:194182.400,-3961629.756,3348621.532,3698804.707,
3408,2147:194182.600,-3961629.757,3348621.532,3698804.707,
3409,2147:194182.800,-3961629.756,3348621.530,3698804.708,
3410,2147:194183.000,-3961629.758,3348621.533,3698804.708,
3411,2147:194183.200,-3961629.760,3348621.534,3698804.712,
3412,2147:194183.400,-3961629.759,3348621.533,3698804.711,
3413,2147:194183.600,-3961629.759,3348621.537,3698804.711,
3414,2147:194183.800,-3961629.758,3348621.533,3698804.713,
3415,2147:194184.000,-3961629.758,3348621.536,3698804.711,
3416,2147:194184.200,-3961629.758,3348621.537,3698804.711,
3417,2147:194184.400,-3961629.756,3348621.531,3698804.709,
3418,2147:194184.600,-3961629.756,3348621.533,3698804.708,
3419,2147:194184.800,-3961629.756,3348621.534,3698804.708,
3420,2147:194185.000,-3961629.757,3348621.537,3698804.710,
3421,2147:194185.200,-3961629.757,3348621.535,3698804.710,
3422,2147:194185.400,-3961629.758,3348621.532,3698804.714,
3423,2147:194185.600,-3961629.755,3348621.532,3698804.711,
3424,2147:194185.800,-3961629.755,3348621.531,3698804.711,
3425,2147:194186.000,-3961629.755,3348621.531,3698804.714,
3426,2147:194186.200,-3961629.758,3348621.533,3698804.716,
3427,2147:194186.400,-3961629.757,3348621.534,3698804.716,
3428,2147:194186.600,-3961629.756,3348621.531,3698804.714,
3429,2147:194186.800,-3961629.755,3348621.532,3698804.715,
3430,2147:194187.000,-3961629.756,3348621.532,3698804.714,
3431,2147:194187.200,-3961629.759,3348621.534,3698804.717,
3432,2147:194187.400,-3961629.758,3348621.533,3698804.714,
3433,2147:194187.600,-3961629.759,3348621.532,3698804.716,
3434,2147:194187.800,-3961629.758,3348621.533,3698804.714,
3435,2147:194188.000,-3961629.760,3348621.533,3698804.714,
3436,2147:194188.200,-3961629.760,3348621.533,3698804.714,
3437,2147:194188.400,-3961629.759,3348621.534,3698804.712,
3438,2147:194188.600,-3961629.760,3348621.536,3698804.709,
3439,2147:194188.800,-3961629.757,3348621.532,3698804.710,
3440,2147:194189.000,-3961629.759,3348621.531,3698804.712,
3441,2147:194189.200,-3961629.761,3348621.531,3698804.713,
3442,2147:194189.400,-3961629.762,3348621.534,3698804.713,
3443,2147:194189.600,-3961629.760,3348621.536,3698804.712,
3444,2147:194189.800,-3961629.760,3348621.536,3698804.713,
3445,2147:194190.000,-3961629.760,3348621.533,3698804.712,
3446,2147:194190.200,-3961629.761,3348621.536,3698804.714,
3447,2147:194190.400,-3961629.758,3348621.532,3698804.715,
3448,2147:194190.600,-3961629.759,3348621.532,3698804.714,
3449,2147:194190.800,-3961629.761,3348621.533,3698804.717,
3450,2147:194191.000,-3961629.762,3348621.533,3698804.717,
3451,2147:194191.200,-3961629.761,3348621.532,3698804.717,
3452,2147:194191.400,-3961629.759,3348621.532,3698804.716,
3453,2147:194191.600,-3961629.758,3348621.531,3698804.717,
3454,2147:194191.800,-3961629.759,3348621.530,3698804.716,
3455,2147:194192.000,-3961629.759,3348621.530,3698804.716,
3456,2147:194192.200,-3961629.758,3348621.530,3698804.715,
3457,2147:194192.400,-3961629.759,3348621.531,3698804.717,
3458,2147:194192.600,-3961629.755,3348621.537,3698804.722,
3459,2147:194192.800,-3961629.737,3348621.551,3698804.736,
3460,2147:194193.000,-3961629.712,3348621.570,3698804.757,
3461,2147:194193.200,-3961629.663,3348621.603,3698804.766,
3462,2147:194193.400,-3961629.610,3348621.634,3698804.795,
3463,2147:194193.600,-3961629.545,3348621.676,3698804.823,
3464,2147:194193.800,-3961629.461,3348621.722,3698804.858,
3465,2147:194194.000,-3961629.366,3348621.777,3698804.902,
3466,2147:194194.200,-3961629.252,3348621.852,3698804.955,
3467,2147:194194.400,-3961629.085,3348621.947,3698805.044,
3468,2147:194194.600,-3961628.887,3348622.080,3698805.142,
3469,2147:194194.800,-3961628.647,3348622.235,3698805.264,
3470,2147:194195.000,-3961628.375,3348622.404,3698805.401,
3471,2147:194195.200,-3961628.050,3348622.603,3698805.563,
3472,2147:194195.400,-3961627.685,3348622.837,3698805.746,
3473,2147:194195.600,-3961627.266,3348623.101,3698805.954,
3474,2147:194195.800,-3961626.802,3348623.398,3698806.188,
3475,2147:194196.000,-3961626.288,3348623.726,3698806.436,
3476,2147:194196.200,-3961625.739,3348624.076,3698806.711,
3477,2147:194196.400,-3961625.141,3348624.454,3698807.017,
3478,2147:194196.600,-3961624.505,3348624.864,3698807.333,
3479,2147:194196.800,-3961623.827,3348625.291,3698807.675,
3480,2147:194197.000,-3961623.108,3348625.751,3698808.041,
3481,2147:194197.200,-3961622.352,3348626.222,3698808.417,
3482,2147:194197.400,-3961621.558,3348626.727,3698808.808,
3483,2147:194197.600,-3961620.736,3348627.248,3698809.212,
3484,2147:194197.800,-3961619.880,3348627.786,3698809.635,
3485,2147:194198.000,-3961619.018,3348628.336,3698810.064,
3486,2147:194198.200,-3961618.120,3348628.911,3698810.506,
3487,2147:194198.400,-3961617.186,3348629.497,3698810.979,
3488,2147:194198.600,-3961616.225,3348630.113,3698811.456,
3489,2147:194198.800,-3961615.231,3348630.745,3698811.954,
3490,2147:194199.000,-3961614.200,3348631.389,3698812.478,
3491,2147:194199.200,-3961613.136,3348632.064,3698813.019,
3492,2147:194199.400,-3961612.035,3348632.763,3698813.572,
3493,2147:194199.600,-3961610.895,3348633.476,3698814.150,
3494,2147:194199.800,-3961609.725,3348634.222,3698814.725,
3495,2147:194200.000,-3961608.525,3348634.980,3698815.322,
3496,2147:194200.200,-3961607.286,3348635.758,3698815.941,
3497,2147:194200.400,-3961606.017,3348636.562,3698816.562,
3498,2147:194200.600,-3961604.716,3348637.372,3698817.203,
3499,2147:194200.800,-3961603.381,3348638.216,3698817.862,
3500,2147:194201.000,-3961602.032,3348639.073,3698818.521,
3501,2147:194201.200,-3961600.642,3348639.948,3698819.202,
3502,2147:194201.400,-3961599.227,3348640.846,3698819.897,
3503,2147:194201.600,-3961597.773,3348641.766,3698820.616,
3504,2147:194201.800,-3961596.318,3348642.696,3698821.332,
3505,2147:194202.000,-3961594.846,3348643.633,3698822.046,
3506,2147:194202.200,-3961593.353,3348644.584,3698822.786,
3507,2147:194202.400,-3961591.838,3348645.544,3698823.533,
3508,2147:194202.600,-3961590.321,3348646.504,3698824.280,
3509,2147:194202.800,-3961588.800,3348647.463,3698825.032,
3510,2147:194203.000,-3961587.280,3348648.428,3698825.783,
3511,2147:194203.200,-3961585.772,3348649.385,3698826.527,
3512,2147:194203.400,-3961584.266,3348650.339,3698827.270,
3513,2147:194203.600,-3961582.769,3348651.291,3698828.008,
3514,2147:194203.800,-3961581.293,3348652.231,3698828.742,
3515,2147:194204.000,-3961579.823,3348653.174,3698829.463,
3516,2147:194204.200,-3961578.372,3348654.092,3698830.179,
3517,2147:194204.400,-3961576.937,3348655.000,3698830.891,
3518,2147:194204.600,-3961575.515,3348655.912,3698831.585,
3519,2147:194204.800,-3961574.099,3348656.808,3698832.291,
3520,2147:194205.000,-3961572.697,3348657.688,3698832.979,
3521,2147:194205.200,-3961571.308,3348658.570,3698833.660,
3522,2147:194205.400,-3961569.942,3348659.450,3698834.331,
3523,2147:194205.600,-3961568.581,3348660.315,3698834.995,
