Time,VE,VN,VD,V,CoG,velHeading,CoG,slip,Gyro-z,
285676.2,-1.7,-0.19,-0.01,1.710584695,263.76,-96.37718062,-96.24,0.137180624,0.061403387,
285676.4,-1.66,-0.17,0,1.668682115,264.02,-95.84725544,-95.98,-0.132744559,-0.047165332,
285676.6,-1.65,-0.2,-0.01,1.662077014,263.11,-96.91122712,-96.89,0.021227119,-0.046263446,
285676.8,-1.6,-0.16,0,1.607980099,264.27,-95.71059314,-95.73,-0.019406863,0.165269397,
285677,-1.61,-0.15,0,1.61697248,264.74,-95.32275071,-95.26,0.062750708,-0.083642125,
285677.2,-1.55,-0.18,-0.01,1.560416611,263.31,-96.62403263,-96.69,-0.065967365,-0.081645768,
285677.4,-1.53,-0.17,-0.01,1.539415473,263.72,-96.34019175,-96.28,0.060191746,0.003726146,
285677.6,-1.49,-0.14,-0.01,1.496562728,264.43,-95.36773685,-95.57,-0.202263153,-0.034118849,
285677.8,-1.5,-0.17,0,1.509602597,263.6,-96.4659321,-96.4,0.065932099,-0.022120367,
285678,-1.46,-0.14,0.01,1.466696969,264.59,-95.47736873,-95.41,0.067368729,0.024829955,
285678.2,-1.44,-0.14,0,1.446789549,264.35,-95.55297103,-95.65,-0.097028967,0.036149885,
285678.4,-1.53,-0.17,0,1.539415473,263.81,-96.34019175,-96.19,0.150191746,0.003838738,
285678.6,-1.64,-0.18,0.01,1.649848478,263.58,-96.26349061,-96.42,-0.156509386,0.053213124,
285678.8,-1.8,-0.2,0,1.811077028,263.83,-96.34019175,-96.17,0.170191746,-0.019638735,
285679,-1.95,-0.21,0.01,1.961275095,263.81,-96.14662566,-96.19,-0.04337434,0.027340948,
285679.2,-2.12,-0.24,0.01,2.133541656,263.57,-96.45881638,-96.43,0.028816379,-0.086948423,
285679.4,-2.24,-0.22,-0.01,2.250777643,264.36,-95.60927445,-95.64,-0.030725554,0.054228064,
285679.6,-2.36,-0.24,0,2.372172001,264.22,-95.80672691,-95.78,0.026726906,-0.030298376,
285679.8,-2.5,-0.3,-0.01,2.517935662,263.24,-96.84277341,-96.76,0.082773413,-0.030189022,
285680,-2.64,-0.31,0,2.658138446,263.37,-96.69724433,-96.63,0.067244329,-0.012834247,
285680.2,-2.74,-0.28,0,2.754269413,264.13,-95.834789,-95.87,-0.035211003,0.154722117,
285680.4,-2.87,-0.31,0.01,2.88669361,263.83,-96.16484178,-96.17,-0.005158218,0.000743518,
285680.6,-3.01,-0.33,-0.01,3.028035667,263.77,-96.25660934,-96.23,0.026609341,-0.103052672,
285680.8,-3.13,-0.36,-0.01,3.150634857,263.49,-96.56109972,-96.51,0.051099721,0.070293934,
285681,-3.24,-0.34,0,3.257790662,264.01,-95.99059472,-95.99,0.000594718,0.054518674,
285681.2,-3.37,-0.36,-0.01,3.389173941,263.92,-96.09749358,-96.08,0.017493578,-0.102413884,
285681.4,-3.47,-0.36,-0.02,3.488624371,264.03,-95.92304086,-95.97,-0.046959139,-0.051366812,
285681.6,-3.58,-0.41,-0.02,3.603401171,263.42,-96.53334258,-96.58,-0.046657415,-0.30139315,
285681.8,-3.69,-0.38,-0.01,3.709514793,264.07,-95.87965208,-95.93,-0.050347918,-0.537670869,
285682,-3.78,-0.42,0,3.803261758,263.64,-96.34019175,-96.36,-0.019808254,-0.532502538,
285682.2,-3.9,-0.44,-0.01,3.92474203,263.54,-96.4369206,-96.46,-0.023079399,-0.528011141,
285682.4,-3.98,-0.44,-0.01,4.004247745,263.73,-96.308589,-96.27,0.038589003,-0.742184908,
285682.6,-4.1,-0.52,-0.01,4.132844057,262.73,-97.22818991,-97.27,-0.04181009,-0.580854818,
285682.8,-4.23,-0.55,0,4.265606639,262.61,-97.40824412,-97.39,0.018244124,-0.656904084,
285683,-4.29,-0.52,-0.01,4.321400236,263.1,-96.91122712,-96.9,0.011227119,-0.541048376,
285683.2,-4.4,-0.55,0.01,4.434241762,262.87,-97.12501635,-97.13,-0.004983651,-0.453483822,
285683.4,-4.46,-0.56,0.01,4.495019466,262.83,-97.15663653,-97.17,-0.013363467,-0.446907521,
285683.6,-4.53,-0.56,0,4.564482446,262.95,-97.04716887,-97.05,-0.00283113,-0.202076797,
285683.8,-4.56,-0.57,-0.02,4.595486917,262.92,-97.12501635,-97.08,0.045016349,-0.364899704,
285684,-4.57,-0.62,-0.02,4.611865132,262.28,-97.72599899,-97.72,0.005998988,-0.52381151,
285684.2,-4.57,-0.58,-0.02,4.606658225,262.71,-97.23300504,-97.29,-0.056994965,-0.026170878,
285684.4,-4.54,-0.55,-0.02,4.573193632,263.07,-96.90745816,-96.93,-0.022541844,-0.041692519,
285684.6,-4.67,-0.63,-0.01,4.712303046,262.34,-97.68302551,-97.66,0.023025513,-0.381890349,
285684.8,-4.78,-0.66,-0.02,4.825349728,262.18,-97.8614254,-97.82,0.041425404,-0.231467969,
285685,-4.96,-0.62,-0.03,4.998599804,262.86,-97.12501635,-97.14,-0.014983651,-0.492176142,
285685.2,-5.1,-0.73,-0.02,5.151980202,261.82,-98.14582999,-98.18,-0.03417001,-0.410211789,
285685.4,-5.35,-0.78,-0.03,5.406560829,261.69,-98.29496028,-98.31,-0.015039724,-0.237616793,
285685.6,-5.5,-0.79,-0.04,5.556446706,261.79,-98.17385071,-98.21,-0.036149286,-0.493299974,
285685.8,-5.68,-0.83,-0.05,5.740322291,261.73,-98.31360632,-98.27,0.043606317,-0.625851786,
285686,-5.81,-0.87,-0.04,5.874776591,261.48,-98.5162982,-98.52,-0.003701803,-0.406535349,
285686.2,-6,-0.9,-0.05,6.067124525,261.51,-98.53076561,-98.49,0.04076561,-0.4739715,
285686.4,-6.15,-0.93,-0.07,6.219919614,261.44,-98.59908871,-98.56,0.039088711,-0.319635245,
285686.6,-6.22,-0.98,-0.07,6.29672931,261.01,-98.95370463,-98.99,-0.036295372,-0.245525924,
285686.8,-6.41,-0.97,-0.05,6.482977711,261.38,-98.60505649,-98.62,-0.014943512,-0.341163988,
285687,-6.59,-1.03,-0.04,6.670007496,261.08,-98.88331136,-98.92,-0.036688635,-0.095595987,
285687.2,-6.73,-1.03,-0.03,6.808362505,261.29,-98.70137495,-98.71,-0.008625049,-0.294521153,
285687.4,-6.89,-1.09,-0.04,6.975686346,261.04,-98.98970689,-98.96,0.029706889,-0.217677968,
285687.6,-7.09,-1.12,-0.03,7.177917525,261.03,-98.97677638,-98.97,0.006776378,-0.241993055,
285687.8,-7.24,-1.1,-0.01,7.323086781,261.36,-98.63908971,-98.64,-0.00091029,-0.148949676,
285688,-7.42,-1.2,0.03,7.516408717,260.82,-99.18662286,-99.18,0.00662286,0.101911963,
285688.2,-7.69,-1.21,0.05,7.784613028,261.02,-98.94201581,-98.98,-0.03798419,-0.671137514,
285688.4,-7.73,-1.34,0.05,7.845285208,260.16,-99.83452342,-99.84,-0.005476581,-1.908111745,
285688.6,-7.9,-1.3,0.04,8.00624756,260.65,-99.3446719,-99.35,-0.005328098,-2.529883196,
285688.8,-8.04,-1.46,0.06,8.171487013,259.7,-100.2923036,-100.3,-0.00769639,-3.158667209,
285689,-8.1,-1.55,0.07,8.24696914,259.15,-100.8330464,-100.85,-0.016953608,-3.67396363,
285689.2,-8.1,-1.57,0.06,8.250751481,259.04,-100.9694576,-100.96,0.00945764,-4.887865901,
285689.4,-8.09,-1.84,0.06,8.296607741,257.2,-102.8134491,-102.8,0.013449062,-4.863137439,
285689.6,-8.07,-1.93,0.06,8.29757796,256.51,-103.450075,-103.49,-0.039924997,-4.98331323,
285689.8,-8.02,-1.99,0.04,8.263201559,256.06,-103.9353411,-103.94,-0.004658887,-4.891443158,
285690,-7.92,-2.12,0.04,8.198829185,255.05,-104.9854358,-104.95,0.03543581,-4.780343102,
285690.2,-7.81,-2.19,0.02,8.111239116,254.34,-105.6640133,-105.66,0.004013302,-4.975810768,
285690.4,-7.72,-2.22,0.01,8.032857524,253.95,-106.0433708,-106.05,-0.006629195,-4.443415967,
285690.6,-7.56,-2.39,0.01,7.928789315,252.48,-107.5437022,-107.52,0.023702244,-4.097758733,
285690.8,-7.64,-2.48,0.01,8.032434251,252,-107.9838103,-108,-0.016189724,-3.433331842,
285691,-7.54,-2.58,0.02,7.969190674,251.11,-108.8896677,-108.89,-0.000332315,-2.186678,
285691.2,-7.47,-2.75,0.02,7.960113065,249.8,-110.2106404,-110.2,0.010640352,-1.843758791,
285691.4,-7.56,-2.72,0.01,8.034425928,250.21,-109.7881408,-109.79,-0.001859223,-0.722167247,
285691.6,-7.45,-2.84,0.01,7.972960554,249.15,-110.8672494,-110.85,0.017249417,-0.497712071,
285691.8,-7.57,-2.73,0.03,8.047223124,250.13,-109.8310319,-109.87,-0.038968128,-0.000467705,
285692,-7.55,-2.89,0.02,8.084219195,249.08,-110.9459193,-110.92,0.025919271,-0.046436841,
285692.2,-7.61,-2.89,-0.02,8.14028255,249.19,-110.7949479,-110.81,-0.015052124,0.636089036,
285692.4,-7.64,-2.89,-0.01,8.168335204,249.26,-110.7202396,-110.74,-0.019760418,0.39538789,
285692.6,-7.73,-2.88,0,8.249078736,249.57,-110.4341049,-110.43,0.004104897,-0.160554668,
285692.8,-7.79,-2.93,0.01,8.32280001,249.42,-110.6124466,-110.58,0.032446616,-0.298266026,
285693,-7.71,-2.96,0.01,8.258674228,249,-111.0026444,-111,0.002644433,0.321991338,
285693.2,-7.52,-2.8,0,8.024362903,249.58,-110.422333,-110.42,0.002333025,0.496364906,
285693.4,-7.46,-2.77,0.01,7.957669257,249.61,-110.3706499,-110.39,-0.019350096,0.157888775,
285693.6,-7.39,-2.72,0.02,7.874674596,249.8,-110.2068927,-110.2,0.00689274,0.111979748,
285693.8,-7.34,-2.72,0.01,7.827771075,249.68,-110.3333056,-110.32,0.013305572,0.244443707,
285694,-7.21,-2.67,0,7.688497903,249.68,-110.3205486,-110.32,0.000548594,0.088380667,
285694.2,-7.19,-2.68,0.01,7.673232696,249.53,-110.4424326,-110.47,-0.027567373,-0.330686759,
285694.4,-7.17,-2.66,0.01,7.647515937,249.66,-110.3543621,-110.34,0.014362103,-0.212656444,
285694.6,-7.17,-2.66,0,7.647515937,249.62,-110.3543621,-110.38,-0.025637897,-0.79661989,
285694.8,-7.19,-2.67,-0.01,7.669745758,249.63,-110.3724336,-110.37,0.002433553,-0.672069455,
285695,-7.16,-2.73,-0.01,7.662799749,249.12,-110.8710944,-110.88,-0.008905556,-0.888231256,
285695.2,-7.28,-2.75,0.01,7.782088409,249.32,-110.6939202,-110.68,0.013920194,-0.633117505,
285695.4,-7.39,-2.77,0,7.892084642,249.42,-110.5475481,-110.58,-0.032451856,-0.259883505,
285695.6,-7.55,-2.9,-0.02,8.087799453,248.96,-111.0120801,-111.04,-0.027919856,-0.380628957,
285695.8,-7.7,-2.98,-0.01,8.256536804,248.86,-111.1570847,-111.14,0.017084653,-0.391748904,
285696,-7.85,-3,0.01,8.403719415,249.09,-110.9151366,-110.91,0.005136629,-0.429528934,
285696.2,-7.99,-3.19,0.02,8.603266821,248.26,-111.7643088,-111.74,0.024308836,-0.128166071,
285696.4,-8.14,-3.19,0.04,8.742751283,248.62,-111.3998101,-111.38,0.019810132,-0.259727218,
285696.6,-8.32,-3.23,0.02,8.924981793,248.76,-111.2172655,-111.24,-0.022734484,-0.368839935,
285696.8,-8.39,-3.28,0.03,9.008357231,248.67,-111.3525958,-111.33,0.022595821,0.178600479,
285697,-8.57,-3.38,0.01,9.212453528,248.47,-111.5242299,-111.53,-0.005770111,0.523823301,
285697.2,-8.71,-3.36,0.01,9.335614602,248.89,-111.0947936,-111.11,-0.015206433,0.241143881,
285697.4,-8.81,-3.49,0.01,9.47608569,248.41,-111.6105365,-111.59,0.020536539,0.36975708,
285697.6,-8.97,-3.5,-0.01,9.628649957,248.68,-111.3152082,-111.32,-0.004791822,0.960465598,
285697.8,-9.1,-3.52,0.01,9.757069232,248.85,-111.1471275,-111.15,-0.002872459,-0.529724516,
285698,-9.14,-3.6,0.01,9.823420993,248.51,-111.4981454,-111.49,0.008145433,0.477771859,
285698.2,-9.34,-3.64,-0.01,10.02423064,248.73,-111.2919384,-111.27,0.021938398,0.544809664,
285698.4,-9.5,-3.61,-0.01,10.16278013,249.19,-110.806791,-110.81,-0.003208987,0.19542189,
285698.6,-9.68,-3.66,-0.02,10.34881636,249.28,-110.7115638,-110.72,-0.008436195,-0.267259735,
285698.8,-9.77,-3.84,-0.01,10.49754733,248.56,-111.4568079,-111.44,0.016807856,0.431040246,
285699,-10.04,-3.86,0,10.75644923,248.96,-111.0298624,-111.04,-0.01013759,-0.833982847,
285699.2,-10.16,-4.07,-0.01,10.94488465,248.18,-111.8305726,-111.82,0.010572588,-0.599546122,
285699.4,-10.3,-4.09,-0.01,11.08233279,248.34,-111.6574023,-111.66,-0.002597699,-0.54133968,
285699.6,-10.38,-4.05,-0.01,11.14212278,248.67,-111.3144071,-111.33,-0.015592911,-0.00348663,
285699.8,-10.52,-4.09,-0.01,11.2870944,248.75,-111.2452488,-111.25,-0.004751228,-0.909477943,
285700,-10.63,-4.19,-0.03,11.42597917,248.51,-111.5127447,-111.49,0.022744748,-0.399166055,
285700.2,-10.63,-4.21,-0.05,11.43332847,248.38,-111.6059886,-111.62,-0.01401145,-0.224033016,
285700.4,-10.76,-4.21,-0.06,11.55429357,248.63,-111.3686145,-111.37,-0.001385502,-1.226552026,
285700.6,-10.81,-4.34,-0.08,11.64867804,248.13,-111.8744791,-111.87,0.004479148,-1.672810356,
285700.8,-10.89,-4.38,-0.09,11.73782348,248.09,-111.9101816,-111.91,0.0001816,-2.067954567,
285701,-10.91,-4.51,-0.1,11.80543095,247.53,-112.4593312,-112.47,-0.010668842,-1.502773747,
285701.2,-11.01,-4.55,-0.1,11.91312721,247.54,-112.4533832,-112.46,-0.006616799,-2.049072066,
285701.4,-11.02,-4.69,-0.09,11.97649782,246.95,-113.0541107,-113.05,0.004110727,-1.495683273,
285701.6,-11.14,-4.8,-0.06,12.13011129,246.68,-113.3102297,-113.32,-0.009770308,-2.932839437,
285701.8,-11.17,-4.91,-0.04,12.2015163,246.3,-113.7288635,-113.7,0.028863474,-2.803837371,
285702,-11.31,-5.05,-0.02,12.38622622,245.94,-114.0611208,-114.06,0.001120845,-3.124148164,
285702.2,-11.32,-5.21,0,12.4614004,245.27,-114.7141261,-114.73,-0.015873858,-3.331399072,
285702.4,-11.44,-5.46,0.01,12.67616661,244.48,-115.5138704,-115.52,-0.006129572,-3.12144343,
285702.6,-11.52,-5.64,0.03,12.826535,243.91,-116.0855998,-116.09,-0.004400222,-2.489367914,
285702.8,-11.57,-5.78,0.06,12.93341796,243.47,-116.5452394,-116.53,0.015239359,-2.156706994,
285703,-11.63,-5.94,0.11,13.05911559,242.95,-117.0555852,-117.05,0.005585249,-2.80997371,
285703.2,-11.63,-6.14,0.14,13.15129271,242.17,-117.8315883,-117.83,0.001588267,-2.070008491,
285703.4,-11.82,-6.24,0.16,13.36600165,242.18,-117.8304148,-117.82,0.010414842,-1.388643205,
285703.6,-11.85,-6.33,0.13,13.43470878,241.9,-118.1101172,-118.1,0.010117155,-1.597484263,
285703.8,-11.94,-6.49,0.08,13.58983812,241.49,-118.5263398,-118.51,0.016339778,-1.874892007,
285704,-12.01,-6.65,0.06,13.72816812,241.03,-118.973529,-118.97,0.003529044,-2.060952871,
285704.2,-12.15,-6.79,0.02,13.91857033,240.8,-119.1985429,-119.2,-0.001457051,-2.467902519,
285704.4,-12.21,-6.91,0,14.02968995,240.5,-119.5068045,-119.5,0.006804545,-2.564215437,
285704.6,-12.36,-7.15,-0.02,14.2790791,239.96,-120.0484784,-120.04,0.008478399,-2.599389222,
285704.8,-12.37,-7.3,-0.03,14.36338748,239.46,-120.5464454,-120.54,0.006445398,-2.260727905,
285705,-12.46,-7.49,-0.02,14.53794002,238.97,-121.0110693,-121.03,-0.018930696,-1.634733241,
285705.2,-12.57,-7.69,-0.01,14.73570494,238.54,-121.4572136,-121.46,-0.002786432,-1.414990484,
285705.4,-12.61,-7.86,-0.01,14.85906121,238.08,-121.9358991,-121.92,0.015899132,-1.397096335,
285705.6,-12.67,-8.02,-0.01,14.99497583,237.69,-122.3334553,-122.31,0.023455272,-0.871619307,
285705.8,-12.82,-8.15,0,15.1912771,237.57,-122.445158,-122.43,0.015157961,-0.783918348,
285706,-12.87,-8.25,-0.02,15.28722996,237.34,-122.6609127,-122.66,0.000912722,-0.690875663,
285706.2,-13.05,-8.41,-0.02,15.52516022,237.2,-122.7995313,-122.8,-0.000468727,-0.618155353,
285706.4,-13.06,-8.48,-0.03,15.57157667,236.99,-122.996102,-123.01,-0.013898004,-0.277937409,
285706.6,-13.19,-8.63,-0.03,15.76239195,236.81,-123.1960637,-123.19,0.00606372,-0.441152189,
285706.8,-13.26,-8.74,-0.02,15.88128458,236.6,-123.3898828,-123.4,-0.010117186,-0.469416756,
285707,-13.34,-8.8,-0.03,15.98110134,236.58,-123.4116452,-123.42,-0.008354758,-0.362570891,
285707.2,-13.42,-8.87,-0.02,16.08643217,236.55,-123.4628613,-123.45,0.012861315,-0.441051851,
285707.4,-13.42,-8.92,-0.02,16.11405598,236.37,-123.6111749,-123.63,-0.018825064,0.082111855,
285707.6,-13.47,-8.92,-0.03,16.15572035,236.49,-123.5130168,-123.51,0.003016754,-0.5305582,
285707.8,-13.42,-8.87,-0.04,16.08643217,236.54,-123.4628613,-123.46,0.002861315,-0.385601467,
285708,-13.37,-8.89,-0.04,16.05580892,236.38,-123.6207861,-123.62,0.000786085,-0.461281286,
285708.2,-13.35,-8.94,-0.04,16.06692565,236.19,-123.8087536,-123.81,-0.00124641,-0.588801633,
285708.4,-13.36,-9,-0.04,16.10868089,236.03,-123.9662847,-123.97,-0.003715291,-0.822851803,
285708.6,-13.34,-8.97,-0.03,16.07533825,236.07,-123.9174305,-123.93,-0.012569463,-0.298239207,
285708.8,-13.27,-9.08,-0.03,16.07915732,235.62,-124.3818925,-124.38,0.001892547,-0.148282914,
285709,-13.42,-9.12,-0.04,16.22562171,235.8,-124.1993499,-124.2,-0.000650069,0.314947334,
285709.2,-13.46,-9.18,-0.04,16.29245224,235.69,-124.2948013,-124.31,-0.015198661,1.232884879,
285709.4,-13.54,-9.06,-0.04,16.29156837,236.19,-123.7876088,-123.81,-0.022391234,0.81954273,
285709.6,-13.6,-9.15,-0.02,16.39153745,236.07,-123.932434,-123.93,0.002434014,-0.108630447,
285709.8,-13.55,-9.09,-0.03,16.3165744,236.14,-123.8556337,-123.86,-0.004366344,0.105752781,
285710,-13.56,-9.05,-0.04,16.30264089,236.28,-123.71931,-123.72,-0.00068999,-0.01364828,
285710.2,-13.55,-9.05,-0.05,16.29432417,236.27,-123.7388299,-123.73,0.00882988,0.069718725,
285710.4,-13.44,-9.01,-0.06,16.18065821,236.16,-123.8373824,-123.84,-0.00261763,0.219459314,
285710.6,-13.38,-9,-0.06,16.12527209,236.07,-123.9265813,-123.93,-0.003418732,0.358397154,
285710.8,-13.39,-8.93,-0.05,16.09462643,236.29,-123.699941,-123.71,-0.010058998,0.204588946,
285711,-13.35,-8.88,-0.06,16.03361781,236.37,-123.6306012,-123.63,0.000601248,0.492070949,
285711.2,-13.31,-8.89,-0.07,16.00588017,236.27,-123.7397086,-123.73,0.009708633,0.030834283,
285711.4,-13.34,-8.89,-0.07,16.03083591,236.32,-123.6801548,-123.68,0.000154761,0.246388044,
285711.6,-13.33,-8.77,-0.06,15.95624643,236.66,-123.3414968,-123.34,0.001496773,0.522000571,
285711.8,-13.46,-8.92,-0.04,16.14738369,236.47,-123.5326079,-123.53,0.002607862,0.228799302,
285712,-13.41,-8.75,-0.06,16.0122016,236.89,-123.1243732,-123.11,0.014373205,0.501116627,
285712.2,-13.4,-8.9,-0.03,16.0863296,236.41,-123.5912818,-123.59,0.001281797,-0.00618489,
285712.4,-13.53,-8.89,-0.05,16.18928658,236.68,-123.3072506,-123.32,-0.012749358,0.130650708,
285712.6,-13.49,-8.81,-0.04,16.11198932,236.86,-123.1476035,-123.14,0.007603468,0.151043596,
285712.8,-13.5,-8.95,0,16.19729916,236.46,-123.542904,-123.54,0.002904032,-0.051008925,
285713,-13.58,-8.87,-0.01,16.22015105,236.85,-123.1512209,-123.15,0.001220918,-0.005560898,
285713.2,-13.64,-8.87,-0.01,16.27041794,236.98,-123.0356778,-123.02,0.01567777,0.334489661,
285713.4,-13.57,-8.87,-0.03,16.21177967,236.83,-123.1705477,-123.17,0.00054775,0.109670587,
285713.6,-13.63,-8.89,-0.02,16.27295302,236.89,-123.1139064,-123.11,0.003906448,0.014859965,
285713.8,-13.64,-8.94,-0.03,16.3086848,236.77,-123.2418444,-123.23,0.011844381,-0.175168643,
285714,-13.67,-8.92,-0.05,16.32284595,236.87,-123.1254035,-123.13,-0.004596471,0.058966144,
285714.2,-13.7,-9,-0.09,16.39176623,236.7,-123.3022848,-123.3,0.002284753,-0.483919989,
285714.4,-13.66,-8.94,0.03,16.32541577,236.8,-123.2033669,-123.2,0.003366868,-0.224032785,
285714.6,-13.71,-9.04,0.03,16.4221101,236.6,-123.3997688,-123.4,-0.000231187,0.515794643,
285714.8,-13.73,-9.02,-0.02,16.42782091,236.7,-123.3031358,-123.3,0.003135846,-0.230699713,
285715,-13.72,-9.11,-0.01,16.46907708,236.42,-123.5839286,-123.58,0.003928615,-0.359733684,
285715.2,-13.73,-9.02,0.08,16.42782091,236.69,-123.3031358,-123.31,-0.006864154,0.060482774,
285715.4,-13.76,-9.14,-0.01,16.51899513,236.41,-123.5938692,-123.59,0.003869195,0.018648071,
285715.6,-13.82,-9.1,-0.07,16.54697555,236.62,-123.3635447,-123.38,-0.016455339,-0.07641409,
285715.8,-13.82,-9.13,-0.05,16.56349299,236.54,-123.4502172,-123.46,-0.009782796,-0.154235917,
285716,-13.79,-9.19,-0.06,16.57166859,236.33,-123.6804783,-123.67,0.010478274,-0.065902413,
285716.2,-13.86,-9.25,-0.09,16.66319597,236.27,-123.7186773,-123.73,-0.011322733,-0.003251044,
285716.4,-13.82,-9.14,-0.1,16.56900721,236.54,-123.4790696,-123.46,0.019069627,-0.049579224,
285716.6,-13.86,-9.22,-0.02,16.64656121,236.38,-123.6327909,-123.62,0.012790858,-0.010882974,
285716.8,-13.93,-9.28,-0.04,16.73807934,236.33,-123.6710797,-123.67,0.001079696,0.335204281,
285717,-13.97,-9.22,-0.09,16.73825857,236.57,-123.4242398,-123.43,-0.005760198,0.221997357,
285717.2,-13.94,-9.21,-0.06,16.70771379,236.56,-123.4522876,-123.44,0.012287602,-0.26628433,
285717.4,-13.99,-9.31,-0.06,16.80464817,236.37,-123.642786,-123.63,0.012785989,0.003816312,
285717.6,-13.81,-9.27,0.07,16.63276886,236.13,-123.8715943,-123.87,0.001594317,0.498591763,
285717.8,-14.03,-9.23,-0.01,16.79386197,236.66,-123.3399573,-123.34,-4.27063E-05,0.463329661,
285718,-13.9,-9.19,-0.07,16.663316,236.55,-123.4707272,-123.45,0.020727231,0.480384577,
285718.2,-13.89,-9.17,-0.01,16.64394785,236.57,-123.4322812,-123.43,0.002281222,0.705931449,
285718.4,-13.95,-9.04,-0.06,16.62299913,237.04,-122.9443945,-122.96,-0.015605506,0.657909082,
285718.6,-13.84,-8.99,-0.02,16.50350569,236.98,-123.0064024,-123.02,-0.013597563,0.641506825,
285718.8,-13.8,-8.97,-0.09,16.45906741,236.98,-123.0238676,-123.02,0.003867556,0.621823469,
285719,-13.79,-8.88,-0.09,16.40178344,237.24,-122.7793032,-122.76,0.019303169,0.486113091,
285719.2,-13.81,-8.85,-0.04,16.40239617,237.33,-122.6533722,-122.67,-0.016627784,0.332232981,
285719.4,-13.81,-8.92,0.02,16.44027068,237.15,-122.8587715,-122.85,0.008771545,0.675523487,
285719.6,-13.9,-8.86,-0.12,16.48361611,237.48,-122.5138469,-122.52,-0.006153126,0.506177223,
285719.8,-13.92,-8.82,-0.09,16.47904123,237.62,-122.3591929,-122.38,-0.020807135,0.871210094,
285720,-13.92,-8.82,-0.01,16.47904123,237.64,-122.3591929,-122.36,-0.000807135,0.825987019,
285720.2,-13.96,-8.79,-0.05,16.49683909,237.8,-122.1968225,-122.2,-0.003177516,1.603067818,
285720.4,-13.97,-8.72,0.01,16.46812983,238.03,-121.9721918,-121.97,0.002191784,1.47986686,
285720.6,-13.95,-8.6,-0.04,16.38787662,238.35,-121.6533114,-121.65,0.003311375,1.544285704,
285720.8,-14,-8.52,-0.06,16.38872783,238.68,-121.3234993,-121.32,0.003499269,1.482720251,
285721,-14,-8.45,-0.01,16.3524463,238.88,-121.1139811,-121.12,-0.006018905,1.041854741,
285721.2,-14.08,-8.34,-0.04,16.36465704,239.35,-120.6395122,-120.65,-0.010487763,0.5792397,
285721.4,-14.18,-8.36,-0.11,16.46092342,239.48,-120.5220183,-120.52,0.002018287,0.329545819,
285721.6,-14.27,-8.43,-0.06,16.57400977,239.43,-120.5724628,-120.57,0.002462797,0.036302704,
285721.8,-14.34,-8.38,0.01,16.60903369,239.69,-120.3011335,-120.31,-0.008866476,-0.328939167,
285722,-14.41,-8.45,0.03,16.70480769,239.6,-120.3872887,-120.4,-0.012711325,-0.735581096,
285722.2,-14.51,-8.51,0.02,16.82142087,239.6,-120.3912851,-120.4,-0.008714873,-0.838368127,
285722.4,-14.51,-8.51,-0.12,16.82142087,239.59,-120.3912851,-120.41,-0.018714873,-0.667673541,
285722.6,-14.58,-8.88,0.05,17.07134441,238.65,-121.3436506,-121.35,-0.006349352,-0.792506957,
285722.8,-14.67,-8.82,0.01,17.11728074,238.99,-121.0154209,-121.01,0.005420882,-1.042905516,
285723,-14.77,-8.86,-0.04,17.22360299,239.03,-120.9580515,-120.97,-0.011948514,-3.456657883,
285723.2,-14.74,-8.93,-0.01,17.2340506,238.8,-121.2089256,-121.2,0.008925552,-4.893744459,
285723.4,-14.61,-9.19,0.01,17.26001738,237.83,-122.1707639,-122.17,0.000763922,-5.489361909,
285723.6,-14.56,-9.45,-0.06,17.35788294,237.01,-122.9851215,-122.99,-0.004878528,-5.724038613,
285723.8,-14.3,-9.65,-0.04,17.25144921,235.98,-124.012468,-124.02,-0.007531973,-7.041198163,
285724,-14.01,-9.97,0,17.19537729,234.56,-125.4369687,-125.44,-0.00303129,-8.154667647,
285724.2,-13.77,-10.28,0.04,17.18404202,233.26,-126.7431963,-126.74,0.003196292,-8.561709772,
285724.4,-13.42,-10.6,0.07,17.10135667,231.7,-128.3040034,-128.3,0.004003421,-8.825753374,
285724.6,-13.06,-10.93,0.01,17.03022313,230.07,-129.9261845,-129.93,-0.003815461,-8.762921211,
285724.8,-12.73,-11.38,0.05,17.07504905,228.21,-131.7951631,-131.79,0.00516311,-9.083029016,
285725,-12.41,-11.76,0.05,17.09695002,226.55,-133.4595249,-133.45,0.009524932,-10.22953883,
285725.2,-12.07,-12.25,0.09,17.19730793,224.59,-135.4240564,-135.41,0.014056414,-11.53016504,
285725.4,-11.71,-12.71,0.04,17.28201956,222.64,-137.3449543,-137.36,-0.015045653,-11.18110741,
285725.6,-11.27,-13.26,0.08,17.40231306,220.37,-139.6379721,-139.63,0.007972054,-10.63055883,
285725.8,-10.8,-13.75,0.13,17.48435015,218.16,-141.8519761,-141.84,0.011976075,-10.83620479,
285726,-10.38,-14.25,0.11,17.62971639,216.07,-143.9296172,-143.93,-0.000382845,-10.50747208,
285726.2,-9.88,-14.72,0.08,17.72830505,213.88,-146.1306597,-146.12,0.010659656,-11.12606947,
285726.4,-9.42,-15.17,0.11,17.85679983,211.84,-148.1612727,-148.16,0.001272691,-10.66012131,
285726.6,-8.88,-15.62,0.17,17.96771549,209.62,-150.3816866,-150.38,0.001686559,-10.70869508,
