Time,VE,VN,VD,V,CoG,velHeading,CoG,slip,Gyro-z,
284044.8,-0.69,0.73,-0.02,1.00448992,316.49,-43.38646107,-43.51,-0.123538933,0.702247611,
284045,-0.72,0.72,0.01,1.018233765,314.7,-45,-45.3,-0.3,0.45461852,
284045.2,-0.73,0.73,0.01,1.032375901,314.96,-45,-45.04,-0.04,0.433278893,
284045.4,-0.72,0.79,0.04,1.068877916,317.54,-42.34580449,-42.46,-0.114195513,0.389836933,
284045.6,-0.77,0.81,0.06,1.117586686,316.31,-43.54978371,-43.69,-0.140216291,0.193736027,
284045.8,-0.84,0.84,0.04,1.187939392,315.19,-45,-44.81,0.19,0.158574032,
284046,-0.83,0.88,0,1.209669376,316.74,-43.32516201,-43.26,0.065162009,0.256271337,
284046.2,-0.89,0.9,0,1.26574089,315.14,-44.67991518,-44.86,-0.180084824,0.362274964,
284046.4,-0.9,0.93,-0.03,1.294179277,315.98,-44.06080905,-44.02,0.040809054,0.05779538,
284046.6,-0.95,0.96,0.04,1.350592463,315.38,-44.70002484,-44.62,0.080024838,0.089306135,
284046.8,-0.97,0.98,-0.03,1.378876354,315.4,-44.70617807,-44.6,0.106178065,0.09601699,
284047,-0.98,0.99,0.02,1.393018306,315.33,-44.70916098,-44.67,0.039160978,0.063661454,
284047.2,-0.99,1.04,-0.01,1.43586211,316.26,-43.58905918,-43.74,-0.15094082,-0.000449209,
284047.4,-1.04,1.07,-0.04,1.492146105,316.02,-44.18542295,-43.98,0.20542295,0.121214312,
284047.6,-1.03,1.07,-0.04,1.48519359,315.95,-43.90878377,-44.05,-0.141216225,-0.177125927,
284047.8,-1.06,1.11,0.06,1.534828981,316.14,-43.68005431,-43.86,-0.179945694,-0.097789782,
284048,-1.07,1.11,-0.03,1.54175225,316.06,-43.94881925,-43.94,0.00881925,0.07313091,
284048.2,-1.07,1.13,0.01,1.556213353,316.47,-43.43777508,-43.53,-0.092224917,-0.018126036,
284048.4,-1.05,1.12,0.01,1.535219854,317.01,-43.15238973,-42.99,0.162389734,-0.043467623,
284048.6,-1.11,1.12,0.06,1.576863976,315.2,-44.74306998,-44.8,-0.056930025,0.106801938,
284048.8,-1.08,1.09,-0.03,1.534438008,315.21,-44.73596602,-44.79,-0.054033981,0.196391516,
284049,-1.1,1.16,-0.01,1.598624409,316.56,-43.47923034,-43.44,0.039230339,0.100618666,
284049.2,-1.08,1.13,0.02,1.563105883,316.37,-43.7039365,-43.63,0.073936502,0.358082038,
284049.4,-1.09,1.18,0.01,1.606393476,317.33,-42.72955033,-42.67,0.059550329,0.175080095,
284049.6,-1.15,1.18,-0.03,1.64769536,315.64,-44.26232686,-44.36,-0.097673137,0.015533201,
284049.8,-1.15,1.19,0.01,1.654871596,316.18,-44.02068035,-43.82,0.200680346,0.099763713,
284050,-1.11,1.2,-0.02,1.634655927,317.2,-42.76882539,-42.8,-0.031174608,0.202352379,
284050.2,-1.16,1.18,-0.02,1.654690303,315.39,-44.51030441,-44.61,-0.099695593,0.130586898,
284050.4,-1.13,1.21,0,1.655596569,316.81,-43.04193257,-43.19,-0.148067429,0.101877515,
284050.6,-1.16,1.21,0.01,1.676215977,316.32,-43.79140757,-43.68,0.111407568,0.074585118,
284050.8,-1.13,1.18,-0.08,1.633799253,316.39,-43.76002523,-43.61,0.150025234,0.040416099,
284051,-1.19,1.23,-0.01,1.711432149,316,-44.05304855,-44,0.053048553,0.069552034,
284051.2,-1.16,1.2,-0.01,1.669011684,315.97,-44.02897807,-44.03,-0.001021931,0.01396802,
284051.4,-1.14,1.22,0.04,1.669730517,316.96,-43.05851361,-43.04,0.018513609,-0.013463787,
284051.6,-1.15,1.25,0,1.698528775,317.44,-42.61405597,-42.56,0.05405597,-0.034655681,
284051.8,-1.19,1.22,-0.02,1.70425937,315.61,-44.28681136,-44.39,-0.103188635,-0.10637423,
284052,-1.2,1.2,0,1.697056275,315.04,-45,-44.96,0.04,-0.292499828,
284052.2,-1.19,1.24,-0.05,1.718633178,316.24,-43.82124083,-43.76,0.06124083,-0.123210437,
284052.4,-1.17,1.26,-0.04,1.719447586,317.24,-42.8789036,-42.76,0.118903603,0.04435032,
284052.6,-1.16,1.22,0.02,1.683448841,316.53,-43.55587447,-43.47,0.085874469,-0.090726819,
284052.8,-1.19,1.25,0.02,1.725862103,316.26,-43.59137126,-43.74,-0.148628735,-0.050601793,
284053,-1.17,1.26,-0.02,1.719447586,317.06,-42.8789036,-42.94,-0.061096397,0.155072375,
284053.2,-1.17,1.27,0.01,1.726788927,317.24,-42.65312571,-42.76,-0.106874292,0.164665289,
284053.4,-1.21,1.23,0.02,1.725398505,315.47,-44.53037298,-44.53,0.00037298,-0.015916519,
284053.6,-1.19,1.25,0.02,1.725862103,316.57,-43.59137126,-43.43,0.161371265,0.047624483,
284053.8,-1.19,1.23,-0.04,1.711432149,316,-44.05304855,-44,0.053048553,0.02455784,
284054,-1.18,1.21,-0.02,1.690118339,315.71,-44.28084388,-44.29,-0.009156117,0.129110959,
284054.2,-1.16,1.25,0.04,1.70531522,317.21,-42.86131742,-42.79,0.071317422,0.002690862,
284054.4,-1.23,1.23,-0.03,1.739482682,315.01,-45,-44.99,0.01,0.039708647,
284054.6,-1.21,1.34,0.01,1.805463929,317.86,-42.08156528,-42.14,-0.058434721,-0.027872925,
284054.8,-1.28,1.36,0.05,1.867618805,316.6,-43.26429541,-43.4,-0.135704589,0.001917288,
284055,-1.33,1.38,0.01,1.916585506,316.09,-43.94300222,-43.91,0.033002223,0.133654374,
284055.2,-1.39,1.46,0,2.015862098,316.44,-43.59301812,-43.56,0.033018121,-0.013993452,
284055.4,-1.42,1.5,-0.01,2.065526567,316.53,-43.4306452,-43.47,-0.039354805,0.203132889,
284055.6,-1.45,1.54,-0.05,2.115206846,316.76,-43.27589844,-43.24,0.035898444,-0.028922775,
284055.8,-1.55,1.55,-0.04,2.192031022,315,-45,-45,0,0.173258753,
284056,-1.51,1.64,-0.01,2.229282396,317.38,-42.63675336,-42.62,0.016753359,0.277969545,
284056.2,-1.56,1.62,-0.01,2.248999778,316.07,-43.91907581,-43.93,-0.010924187,0.074950635,
284056.4,-1.62,1.66,-0.04,2.319482701,315.66,-44.30130562,-44.34,-0.038694383,-0.117881657,
284056.6,-1.58,1.65,-0.03,2.284491191,316.32,-43.75849014,-43.68,0.078490142,0.270043305,
284056.8,-1.57,1.64,-0.05,2.270352396,316.15,-43.75075732,-43.85,-0.099242679,-0.067757047,
284057,-1.51,1.6,0.05,2.200022727,316.57,-43.3423854,-43.43,-0.087614595,-0.189179434,
284057.2,-1.5,1.6,0.02,2.19317122,316.81,-43.15238973,-43.19,-0.037610266,0.035983194,
284057.4,-1.47,1.52,0,2.114544868,315.83,-44.04196589,-44.17,-0.128034109,-0.010832111,
284057.6,-1.43,1.54,0.02,2.101547049,317.13,-42.8789036,-42.87,0.008903603,-0.14594601,
284057.8,-1.44,1.49,-0.02,2.072124514,316.11,-44.02235121,-43.89,0.132351215,-0.009552224,
284058,-1.39,1.46,-0.01,2.015862098,316.48,-43.59301812,-43.52,0.073018121,-0.110893601,
284058.2,-1.37,1.44,-0.01,1.987586476,316.32,-43.57299813,-43.68,-0.107001868,0.022422306,
284058.4,-1.34,1.42,-0.02,1.952434378,316.59,-43.33971763,-43.41,-0.070282369,0.135891172,
284058.6,-1.33,1.38,-0.03,1.916585506,316.24,-43.94300222,-43.76,0.183002223,0.132897446,
284058.8,-1.3,1.36,-0.02,1.88138247,316.28,-43.70783311,-43.72,-0.012166886,0.076863299,
284059,-1.3,1.37,-0.05,1.888623838,316.43,-43.49820748,-43.57,-0.071792522,-0.165466374,
284059.2,-1.26,1.32,0.01,1.824828759,316.29,-43.66778015,-43.71,-0.042219854,0.540901568,
284059.4,-1.16,1.33,0,1.764794606,318.98,-41.09430086,-41.02,0.074300863,0.704077739,
284059.6,-1.19,1.28,0.04,1.747712791,317,-42.91322272,-43,-0.086777276,0.570978229,
284059.8,-1.2,1.27,-0.01,1.74725499,316.68,-43.37666747,-43.32,0.056667475,0.739509305,
284060,-1.13,1.27,0,1.699941175,318.41,-41.66152946,-41.59,0.071529456,0.800332627,
284060.2,-1.2,1.21,-0.05,1.704142013,315.45,-44.76225954,-44.55,0.212259541,0.716375617,
284060.4,-1.08,1.2,0.03,1.614434886,318.09,-41.9872125,-41.91,0.077212496,0.548293057,
284060.6,-1.02,1.13,-0.01,1.522268045,317.91,-42.0711418,-42.09,-0.0188582,0.23352328,
284060.8,-0.95,1.03,0.01,1.40121376,317.28,-42.6862775,-42.72,-0.033722498,0.080872657,
284061,-0.88,0.99,0.02,1.324575404,318.28,-41.63353934,-41.72,-0.086460663,0.134146354,
284061.2,-0.84,0.97,0.02,1.283160161,319.12,-40.89188782,-40.88,0.011887823,0.324213108,
284061.4,-0.77,0.87,-0.03,1.161808934,318.52,-41.51067509,-41.48,0.030675094,0.219933492,
284061.6,-0.8,0.86,-0.03,1.174563749,317.16,-42.92996935,-42.84,0.089969347,0.061668334,
284061.8,-0.76,0.86,-0.03,1.147693339,318.35,-41.46770542,-41.65,-0.182294584,0.93241581,
284069.8,-0.7,0.8,0.04,1.063014581,318.84,-41.18592517,-41.16,0.025925166,1.611095089,
284070,-0.7,0.88,0,1.124455424,321.71,-38.50065372,-38.29,0.21065372,1.767065651,
284070.2,-0.8,0.93,-0.04,1.226743657,319.43,-40.70261334,-40.57,0.132613336,2.484562788,
284070.4,-0.85,1.02,-0.01,1.327742445,320.16,-39.80557109,-39.84,-0.034428908,2.940931905,
284070.6,-0.93,1.08,-0.07,1.425236822,319.38,-40.7321067,-40.62,0.1121067,3.432850497,
284070.8,-0.88,1.24,0.01,1.520526225,324.55,-35.36246189,-35.45,-0.087538113,3.498659508,
284071,-1,1.26,0.02,1.608601877,321.52,-38.43730149,-38.48,-0.042698509,3.841252965,
284071.2,-0.98,1.4,-0.04,1.708917786,324.96,-34.9920202,-35.04,-0.047979801,3.846840682,
284071.4,-1.08,1.43,-0.05,1.792010045,323.01,-37.06173548,-36.99,0.071735476,4.194894699,
284071.6,-1.01,1.55,-0.03,1.850027027,327.02,-33.08878457,-32.98,0.108784568,4.395941529,
284071.8,-1.1,1.55,-0.04,1.900657781,324.59,-35.36246189,-35.41,-0.047538113,4.916541067,
284072,-1.05,1.65,-0.03,1.955760722,327.6,-32.47119229,-32.4,0.071192291,4.578807529,
284072.2,-1.07,1.69,-0.1,2.000249984,327.61,-32.33937708,-32.39,-0.05062292,5.038395554,
284072.4,-1.06,1.74,0.02,2.037449386,328.47,-31.34958087,-31.53,-0.180419135,5.387289498,
284072.6,-0.99,1.79,-0.02,2.045531716,330.9,-28.94578034,-29.1,-0.154219663,5.51972132,
284072.8,-1.02,1.88,-0.02,2.138878211,331.48,-28.48218575,-28.52,-0.037814253,5.774727104,
284073,-1.01,1.9,-0.07,2.151766716,331.94,-27.99417127,-28.06,-0.065828734,5.655449732,
284073.2,-1.01,1.92,-0.04,2.169446934,332.21,-27.74624009,-27.79,-0.04375991,5.429603233,
284073.4,-0.97,2,-0.12,2.222813532,334.09,-25.87338523,-25.91,-0.036614774,5.80114744,
284073.6,-0.95,2.04,-0.11,2.250355527,335.03,-24.97074924,-24.97,0.000749236,5.873442354,
284073.8,-0.93,2.1,-0.11,2.296715045,336.12,-23.88649992,-23.88,0.006499922,5.935541864,
284074,-0.89,2.15,-0.09,2.326929307,337.45,-22.48727991,-22.55,-0.06272009,6.199004939,
284074.2,-0.85,2.23,0,2.386503719,339.21,-20.86514157,-20.79,0.075141571,6.180033659,
284074.4,-0.83,2.24,-0.07,2.388828165,339.6,-20.33146713,-20.4,-0.068532874,6.180003835,
284074.6,-0.74,2.34,0.1,2.454220854,342.43,-17.54900223,-17.57,-0.020997771,5.986903822,
284074.8,-0.75,2.33,-0.08,2.447733646,342.17,-17.84276547,-17.83,0.012765471,5.42890919,
284075,-0.69,2.41,-0.01,2.506830668,343.97,-15.97679085,-16.03,-0.053209155,4.92929509,
284075.2,-0.65,2.44,-0.03,2.525094058,345.11,-14.91680091,-14.89,0.026800908,4.379076653,
284075.4,-0.62,2.52,-0.01,2.595149321,346.15,-13.82205464,-13.85,-0.027945364,4.544392521,
284075.6,-0.61,2.57,0.05,2.641401143,346.57,-13.3523043,-13.43,-0.077695701,4.440179488,
284075.8,-0.61,2.58,0.03,2.651131834,346.76,-13.30239438,-13.24,0.062394383,3.413536589,
284076,-0.53,2.68,0.02,2.731904098,348.92,-11.18653903,-11.08,0.106539026,2.908254778,
284076.2,-0.5,2.65,-0.04,2.696757312,349.26,-10.6849124,-10.74,-0.0550876,2.938972771,
284076.4,-0.54,2.73,0.06,2.782894177,348.92,-11.18879993,-11.08,0.108799928,2.974356943,
284076.6,-0.53,2.76,-0.01,2.810427014,349.1,-10.87012703,-10.9,-0.029872966,2.490021267,
284076.8,-0.56,2.77,-0.04,2.826039632,348.47,-11.42921567,-11.53,-0.100784327,2.216335045,
284077,-0.37,2.81,0.03,2.834254752,352.56,-7.501132037,-7.44,0.061132037,1.998437675,
284077.2,-0.46,2.84,0,2.877012339,350.9,-9.200400469,-9.1,0.100400469,2.619868577,
284077.4,-0.35,2.85,0.03,2.871410803,352.92,-7.001267557,-7.08,-0.078732443,1.911378741,
284077.6,-0.48,2.89,0,2.929590415,350.56,-9.430169698,-9.44,-0.009830302,1.909104028,
284077.8,-0.39,2.91,0.02,2.936017711,352.34,-7.633330587,-7.66,-0.026669413,1.348419922,
284078,-0.28,2.98,0,2.993125457,354.58,-5.367736847,-5.42,-0.052263153,0.600104454,
284078.2,-0.39,3.06,0.01,3.084752826,352.78,-7.263244741,-7.22,0.043244741,0.343364719,
284078.4,-0.35,3.1,-0.02,3.119695498,353.57,-6.441600099,-6.43,0.011600099,0.280004279,
284078.6,-0.42,3.23,-0.03,3.257192042,352.61,-7.408656505,-7.39,0.018656505,-0.254000785,
284078.8,-0.4,3.32,-0.03,3.344009569,353.16,-6.869992308,-6.84,0.029992308,-0.219194135,
284079,-0.37,3.39,-0.04,3.410131962,353.73,-6.22886589,-6.27,-0.04113411,-0.324720116,
284079.2,-0.43,3.47,-0.07,3.496541148,352.92,-7.064041793,-7.08,-0.015958207,-0.635795189,
284079.4,-0.44,3.58,-0.06,3.606937759,353.05,-7.00679964,-6.95,0.05679964,-0.574797316,
284079.6,-0.46,3.68,-0.03,3.708638564,352.84,-7.125016349,-7.16,-0.034983651,-0.691616407,
284079.8,-0.47,3.77,-0.11,3.799184123,352.85,-7.106310578,-7.15,-0.043689422,-0.793465023,
284080,-0.5,3.86,-0.06,3.892248707,352.66,-7.380636359,-7.34,0.040636359,-0.921827839,
284080.2,-0.54,3.91,-0.03,3.947112869,352.15,-7.863230356,-7.85,0.013230356,-0.921048717,
284080.4,-0.49,3.95,-0.03,3.980276372,352.89,-7.07145222,-7.11,-0.03854778,-0.882923746,
284080.6,-0.65,3.98,-0.07,4.032728605,350.72,-9.275463418,-9.28,-0.004536582,-0.845375834,
284080.8,-0.52,3.87,-0.08,3.904779123,352.42,-7.652821497,-7.58,0.072821497,-0.889724304,
284081,-0.57,3.84,-0.02,3.882074188,351.5,-8.443190929,-8.5,-0.056809071,-0.54038092,
284081.2,-0.58,3.77,0.1,3.814354467,351.33,-8.746162263,-8.67,0.076162263,-0.044434936,
284081.4,-0.5,3.88,0.11,3.912083844,352.67,-7.343008117,-7.33,0.013008117,0.234193741,
284081.6,-0.56,3.84,0.01,3.880618507,351.66,-8.29714497,-8.34,-0.04285503,-0.037366194,
284081.8,-0.57,3.88,-0.01,3.921645063,351.59,-8.357383374,-8.41,-0.052616626,-0.081035417,
284082,-0.57,3.9,0,3.941433749,351.67,-8.315125757,-8.33,-0.014874243,0.067302752,
284082.2,-0.62,3.93,0.01,3.978605283,351,-8.965139907,-9,-0.034860093,-0.196296727,
284082.4,-0.67,3.92,-0.09,3.976845484,350.3,-9.699178153,-9.7,-0.000821847,0.707649448,
284082.6,-0.53,4.01,0.23,4.044873298,352.52,-7.529119715,-7.48,0.049119715,0.310877402,
284082.8,-0.65,4.04,0.12,4.091955523,350.89,-9.140051234,-9.11,0.030051234,0.631746296,
284083,-0.51,4.04,-0.01,4.072063359,352.8,-7.194825366,-7.2,-0.005174634,0.831328052,
284083.2,-0.6,4.06,0.03,4.104095515,351.63,-8.406509897,-8.37,0.036509897,0.220060186,
284083.4,-0.58,4.09,0.1,4.130919994,351.9,-8.071257,-8.1,-0.028743,1.123708815,
284083.6,-0.4,4.29,0.06,4.308607664,354.73,-5.326862707,-5.27,0.056862707,1.222265235,
284083.8,-0.65,4.17,-0.03,4.220355435,351.15,-8.859700859,-8.85,0.009700859,1.603141106,
284084,-0.49,4.14,0.1,4.168896737,353.26,-6.749982387,-6.74,0.009982387,0.79394475,
284084.2,-0.52,4.16,0,4.192374029,352.86,-7.125016349,-7.14,-0.014983651,0.941053894,
284084.4,-0.56,4.34,0.08,4.37597989,352.59,-7.35237936,-7.41,-0.05762064,1.485984472,
284084.6,-0.5,4.3,-0.07,4.328972164,353.42,-6.632514615,-6.58,0.052514615,0.749881804,
284084.8,-0.6,4.32,-0.1,4.361467643,352.04,-7.907162703,-7.96,-0.052837297,1.109669587,
284085,-0.41,4.39,0.05,4.409104217,354.65,-5.335609188,-5.35,-0.014390812,1.333408987,
284085.2,-0.37,4.49,0.11,4.505219196,355.27,-4.710834536,-4.73,-0.019165464,0.742593196,
284085.4,-0.57,4.34,0.02,4.377270839,352.59,-7.482197086,-7.41,0.072197086,0.378689705,
284085.6,-0.4,4.58,0.05,4.597434067,355.07,-4.991333258,-4.93,0.061333258,1.320946731,
284085.8,-0.45,4.59,0.01,4.612006071,354.37,-5.599339337,-5.63,-0.030660663,-0.040488463,
284086,-0.39,4.8,0.04,4.815817688,355.39,-4.645078426,-4.61,0.035078426,-0.960533569,
284086.2,-0.47,4.68,0.03,4.703541219,354.29,-5.734835057,-5.71,0.024835057,-2.480531928,
284086.4,-0.73,4.75,-0.22,4.805767368,351.31,-8.737097909,-8.69,0.047097909,-3.906934126,
284086.6,-0.27,4.84,-0.13,4.847525142,356.79,-3.192942782,-3.21,-0.017057218,-4.80984964,
284086.8,-0.59,4.91,-0.13,4.945321021,353.09,-6.851976075,-6.91,-0.058023925,-4.993185425,
284087,-0.64,5.09,-0.08,5.130077972,352.84,-7.166575176,-7.16,0.006575176,-4.844234362,
284087.2,-0.75,5.02,-0.05,5.075716698,351.5,-8.497275631,-8.5,-0.002724369,-4.227195674,
284087.4,-0.78,5.03,-0.09,5.090117877,351.23,-8.814626194,-8.77,0.044626194,-4.242886317,
284087.6,-0.73,4.97,-0.04,5.023325592,351.63,-8.355929145,-8.37,-0.014070855,-3.574531449,
284087.8,-0.99,4.96,0.15,5.057835505,348.71,-11.2877162,-11.29,-0.002283802,-2.648900475,
284088,-0.98,4.89,0.2,4.987233702,348.61,-11.33246326,-11.39,-0.057536745,-1.469439338,
284088.2,-1.02,4.9,0.1,5.005037462,348.28,-11.75894977,-11.72,0.038949767,-1.701913461,
284088.4,-1.09,4.82,0.1,4.94171023,347.31,-12.74259694,-12.69,0.052596939,-0.912968734,
284088.6,-1.08,4.77,0.03,4.890736141,347.27,-12.75753216,-12.73,0.027532161,0.146225061,
284088.8,-1.11,4.81,0.03,4.936415704,346.97,-12.99461679,-13.03,-0.035383208,0.771553655,
284089,-1.06,4.81,0.06,4.925413688,347.54,-12.42786832,-12.46,-0.032131679,2.105731592,
284089.2,-1.06,4.73,0.06,4.847318847,347.31,-12.63137333,-12.69,-0.058626673,3.843206088,
284089.4,-0.99,4.79,0.08,4.891237062,348.34,-11.6775026,-11.66,0.017502601,5.433453068,
284089.6,-1.08,4.74,0.09,4.861481256,347.2,-12.83560949,-12.8,0.035609486,7.251314946,
284089.8,-0.89,4.79,0.13,4.871981117,349.46,-10.5257397,-10.54,-0.014260304,8.747476558,
284090,-0.4,4.6,0.03,4.617358552,355.02,-4.969740728,-4.98,-0.010259272,10.06957671,
284090.2,-0.54,4.59,0.03,4.621655548,353.32,-6.709836808,-6.68,0.029836808,10.28973493,
284090.4,-0.43,4.59,0,4.610097613,354.7,-5.351958148,-5.3,0.051958148,11.04100088,
284090.6,-0.15,4.52,0.09,4.522488253,358.05,-1.900711066,-1.95,-0.049288934,11.68118759,
284090.8,-0.03,4.47,0.31,4.47010067,359.65,-0.38452966,-0.35,0.03452966,11.6116351,
284091,0.17,4.57,0.26,4.573160833,2.13,2.13037056,2.13,-0.00037056,11.15605158,
284091.2,0.29,4.47,0.24,4.479397281,3.73,3.711973761,3.73,0.018026239,10.89551264,
284091.4,0.3,4.35,-0.07,4.360332556,3.98,3.945186229,3.98,0.034813771,10.2193714,
284091.6,0.43,4.14,-0.21,4.162271015,5.97,5.929748768,5.97,0.040251232,7.736705326,
284091.8,0.75,4.2,-0.37,4.266438796,10.12,10.12467166,10.12,-0.004671655,5.994819195,
284092,0.72,4.05,-0.18,4.113502158,10.06,10.08059799,10.06,-0.020597988,4.615933744,
284092.2,0.89,3.98,0,4.078296213,12.54,12.60499886,12.54,-0.06499886,2.848242946,
284092.4,1.02,3.77,0.18,3.905547337,15.13,15.13931782,15.13,-0.009317824,1.801466788,
284092.6,0.89,3.65,0.26,3.756940244,13.7,13.70334727,13.7,-0.003347268,0.597941408,
284092.8,0.89,3.43,0.29,3.543585755,14.56,14.54604872,14.56,0.013951277,-0.109937153,
284093,0.88,3.32,0.24,3.434646998,14.8,14.84545208,14.8,-0.045452082,-0.858173784,
284093.2,0.85,3.17,0.19,3.281981109,15.09,15.01013557,15.09,0.07986443,-1.092203609,
284093.4,0.77,2.88,0.13,2.981157493,14.98,14.96855791,14.98,0.011442088,-3.261851199,
284093.6,0.62,2.83,-0.01,2.897119259,12.28,12.35719975,12.28,-0.077199748,-4.684431536,
284093.8,0.6,2.64,0.13,2.707323401,12.82,12.80426607,12.82,0.015733935,-6.022053794,
284094,0.53,2.55,0.08,2.604496112,11.64,11.74136844,11.64,-0.101368442,-7.433537535,
284094.2,0.27,2.33,-0.01,2.34559161,6.63,6.609943894,6.63,0.020056106,-8.06327499,
284094.4,0.28,2.19,-0.04,2.207826986,7.35,7.285959126,7.35,0.064040874,-8.381097446,
284094.6,0.14,2,0.01,2.004894012,4.14,4.004172941,4.14,0.135827059,-9.692294283,
284094.8,0.29,1.82,0.09,1.842959576,9.13,9.053438662,9.13,0.076561338,-11.53195078,
284095,0.14,2.04,0.1,2.044798279,3.86,3.925907704,3.86,-0.065907704,-11.85384339,
284095.2,0.1,1.93,0.05,1.932588937,3.1,2.96604089,3.1,0.13395911,-11.48359017,
284095.4,-0.14,1.94,-0.11,1.945044987,355.77,-4.127591703,-4.23,-0.102408297,-10.77474245,
284095.6,-0.28,1.74,-0.07,1.762384748,350.88,-9.141640224,-9.12,0.021640224,-11.66251941,
284095.8,-0.16,1.83,0.1,1.836981219,355.16,-4.996760665,-4.84,0.156760665,-13.75021328,
284096,-0.28,1.78,0.15,1.801887899,351.22,-8.939565003,-8.78,0.159565003,-12.70276712,
284096.2,-0.25,1.77,0.06,1.787568181,352.02,-8.039444551,-7.98,0.059444551,-12.73955464,
284096.4,-0.36,1.67,0.11,1.708361788,347.74,-12.16502987,-12.26,-0.09497013,-10.66793519,
284096.6,-0.49,1.65,0.11,1.721220497,343.53,-16.539824,-16.47,0.069824001,-11.16548797,
284096.8,-0.52,1.6,0.07,1.682379268,341.87,-18.00416161,-18.13,-0.125838394,-11.24740678,
284097,-0.63,1.47,-0.17,1.599312352,336.79,-23.19859051,-23.21,-0.011409486,-10.43837688,
284097.2,-0.7,1.37,-0.1,1.538473269,332.89,-27.06471101,-27.11,-0.045288994,-9.554354506,
284097.4,-0.61,1.37,-0.05,1.49966663,336.02,-24.00128097,-23.98,0.021280966,-8.794886493,
284097.6,-0.63,1.27,0.08,1.417674152,333.68,-26.38430799,-26.32,0.064307993,-7.690621979,
284097.8,-0.68,1.12,0.01,1.310267148,328.63,-31.26373169,-31.37,-0.106268306,-6.749329493,
284098,-0.64,1.04,0.01,1.221147002,328.38,-31.60750225,-31.62,-0.012497754,-6.413064728,
284098.2,-0.59,0.99,0.07,1.152475596,329.46,-30.79323388,-30.54,0.253233882,-6.713201341,
284098.4,-0.71,0.97,-0.01,1.202081528,323.85,-36.20258929,-36.15,0.05258929,-6.965942584,
284098.6,-0.69,1.03,-0.03,1.239758041,326.1,-33.81824579,-33.9,-0.08175421,-6.953880986,
284098.8,-0.73,1.01,-0.05,1.246194206,324.4,-35.85835978,-35.6,0.258359776,-6.487909476,
284099,-0.73,1.05,0.02,1.278827588,325.18,-34.80849815,-34.82,-0.01150185,-6.737528681,
284099.2,-0.79,1.01,0.01,1.282263623,321.73,-38.03174326,-38.27,-0.238256741,-6.385444729,
284099.4,-0.85,0.93,-0.04,1.259920632,317.3,-42.42664054,-42.7,-0.273359463,-6.165879759,
284099.6,-0.69,0.93,0.06,1.158015544,323.39,-36.57303098,-36.61,-0.036969021,-5.766321832,
284099.8,-0.76,0.82,-0.01,1.118033989,317.18,-42.82525589,-42.82,0.005255885,-6.297714409,
284100,-0.79,0.79,0.09,1.117228714,315.14,-45,-44.86,0.14,-5.960367889,
284100.2,-0.69,0.84,0.11,1.087060256,320.49,-39.40066066,-39.51,-0.109339337,-5.892441839,
284100.4,-0.8,0.72,-0.01,1.076289924,312.13,-48.0127875,-47.87,0.142787504,-5.731818276,
284100.6,-0.78,0.78,0.04,1.103086579,315.1,-45,-44.9,0.1,-5.968591675,
284100.8,-0.86,0.81,0.07,1.181397478,313.33,-46.7149302,-46.67,0.044930196,-6.328505921,
284101,-0.84,0.78,0.14,1.14629839,312.96,-47.1210964,-47.04,0.081096397,-7.243484652,
284101.2,-0.94,0.75,0.01,1.202538981,308.4,-51.41460181,-51.6,-0.185398193,-8.495502877,
284101.4,-1.08,0.86,0.17,1.380579588,308.57,-51.46981999,-51.43,0.039819985,-9.541600714,
284101.6,-1.36,0.97,0.16,1.670478973,305.58,-54.502194,-54.42,0.082194004,-11.18683893,
284101.8,-1.61,1.11,0.04,1.955556187,304.57,-55.41602831,-55.43,-0.013971692,-11.68652169,
284102,-1.91,1.18,0.05,2.245105788,301.68,-58.29218427,-58.32,-0.027815735,-11.55906515,
284102.2,-2.14,1.21,-0.02,2.458393785,299.42,-60.51528948,-60.58,-0.064710524,-11.29728424,
284102.4,-2.26,1.17,0,2.544896854,297.4,-62.62943733,-62.6,0.029437334,-10.54711761,
284102.6,-2.09,1,0.08,2.316916054,295.64,-64.43033519,-64.36,0.070335187,-9.108154668,
284102.8,-1.94,0.88,0.01,2.1302582,294.48,-65.60056408,-65.52,0.080564076,-7.555499526,
284103,-1.79,0.67,0.03,1.911282292,290.54,-69.47904099,-69.46,0.019040985,-6.46028231,
284103.2,-1.58,0.58,0,1.683092392,290.21,-69.84238911,-69.79,0.052389105,-6.122866432,
284103.4,-1.37,0.62,0.02,1.503761949,294.15,-65.65064466,-65.85,-0.19935534,-6.35740442,
284103.6,-1.26,0.27,0.08,1.288603896,282.33,-77.90524292,-77.67,0.235242923,-5.570807464,
284103.8,-1.21,0.31,0.02,1.249079661,284.42,-75.62999848,-75.58,0.049998485,-5.093733809,
284104,-1.25,0.39,-0.12,1.309427356,287.24,-72.67207822,-72.76,-0.087921777,-7.24028632,
284104.2,-1.33,0.14,0.02,1.337348122,275.96,-83.99099404,-84.04,-0.049005957,-7.833804995,
284104.4,-1.31,0.41,0.03,1.372661648,287.37,-72.62107498,-72.63,-0.008925017,-10.46971309,
284104.6,-1.45,0.29,0.05,1.478715659,281.12,-78.69006753,-78.88,-0.189932474,-12.7221423,
284104.8,-1.72,0.21,-0.01,1.732772345,276.88,-83.03903697,-83.12,-0.080963026,-14.88431217,
