283844.4,-3961765.986,3349008.875,3698310.952,0.01,-0.02,-0.01
283844.4,-3961765.99,3349008.879,3698310.953,0,0,0.01
283844.6,-3961765.989,3349008.877,3698310.952,0.01,-0.01,-0.01
283844.8,-3961765.989,3349008.879,3698310.954,0,0,0
283845,-3961765.987,3349008.878,3698310.952,0.01,-0.01,-0.01
283845.2,-3961765.99,3349008.88,3698310.956,0,0,0
283845.4,-3961765.988,3349008.88,3698310.955,0,0,0
283845.6,-3961765.991,3349008.881,3698310.955,0,-0.01,0
283845.8,-3961765.991,3349008.879,3698310.954,0.02,0,-0.01
283846,-3961765.988,3349008.879,3698310.954,0.01,-0.01,-0.01
283846.2,-3961765.989,3349008.88,3698310.954,0,-0.01,0
283846.4,-3961765.99,3349008.88,3698310.957,0,0.01,0.01
283846.6,-3961765.989,3349008.879,3698310.955,0,-0.01,-0.01
283846.8,-3961765.99,3349008.88,3698310.957,0.01,-0.01,0
283847,-3961765.987,3349008.878,3698310.955,0.01,-0.01,-0.01
283847.2,-3961765.988,3349008.876,3698310.954,0.01,-0.01,0
283847.4,-3961765.988,3349008.878,3698310.956,0,0,0.01
283847.6,-3961765.99,3349008.881,3698310.957,0,0.01,0.01
283847.8,-3961765.989,3349008.881,3698310.957,0.01,0,0.01
283848,-3961765.989,3349008.88,3698310.957,0.01,-0.01,0
283848.2,-3961765.988,3349008.879,3698310.957,0.01,-0.01,-0.01
283848.4,-3961765.988,3349008.874,3698310.951,0.02,-0.03,-0.02
283848.6,-3961765.988,3349008.874,3698310.952,0,0,0
283848.8,-3961765.989,3349008.875,3698310.952,0.01,-0.01,0.01
283849,-3961765.99,3349008.877,3698310.955,-0.01,0.01,0
283849.2,-3961765.99,3349008.876,3698310.953,0.01,-0.01,0
283849.4,-3961765.99,3349008.874,3698310.952,0.01,-0.01,-0.01
283849.6,-3961765.987,3349008.875,3698310.952,0,-0.01,0
283849.8,-3961765.989,3349008.877,3698310.952,0.01,0,0
283850,-3961765.99,3349008.878,3698310.953,0,0,0
283850.2,-3961765.989,3349008.877,3698310.955,-0.01,0.01,0.01
283850.4,-3961765.99,3349008.877,3698310.954,0.01,0,0
283850.6,-3961765.991,3349008.877,3698310.955,0.01,-0.01,-0.01
283850.8,-3961765.994,3349008.88,3698310.956,-0.02,0.03,0.02
283851,-3961765.991,3349008.879,3698310.956,0.01,-0.01,0
283851.2,-3961765.99,3349008.877,3698310.952,0.01,-0.02,-0.01
283851.4,-3961765.991,3349008.875,3698310.952,0.01,-0.01,0
283851.6,-3961765.992,3349008.877,3698310.954,-0.01,0.01,0.01
283851.8,-3961765.99,3349008.878,3698310.953,0,0,0.01
283852,-3961765.992,3349008.879,3698310.952,0,0,0
283852.2,-3961765.992,3349008.881,3698310.953,0,0,0
283852.4,-3961765.99,3349008.877,3698310.952,0,0,0
283852.6,-3961765.992,3349008.881,3698310.954,-0.01,0.01,0.01
283852.8,-3961765.989,3349008.878,3698310.954,0.01,0,0
283853,-3961765.992,3349008.881,3698310.956,0,0,0.01
283853.2,-3961765.991,3349008.883,3698310.955,0,0,0
283853.4,-3961765.99,3349008.882,3698310.954,0,0.01,0
283853.6,-3961765.989,3349008.879,3698310.956,0,0.01,0
283853.8,-3961765.99,3349008.879,3698310.955,0,-0.01,0
283854,-3961765.989,3349008.879,3698310.957,0,0,0
283854.2,-3961765.99,3349008.88,3698310.957,0,0.01,0
283854.4,-3961765.99,3349008.88,3698310.953,0,0,-0.01
283854.6,-3961765.988,3349008.879,3698310.951,0,-0.01,0
283854.8,-3961765.988,3349008.879,3698310.951,0.01,0,0
283855,-3961765.991,3349008.88,3698310.953,0,0,0
283855.2,-3961765.991,3349008.881,3698310.951,0,-0.01,0
283855.4,-3961765.992,3349008.879,3698310.952,0.01,-0.01,-0.02
283855.6,-3961765.991,3349008.879,3698310.953,0.01,-0.01,0
283855.8,-3961765.989,3349008.876,3698310.952,-0.03,0.02,0.02
283856,-3961765.991,3349008.877,3698310.954,-0.02,0.02,0.02
283856.2,-3961765.993,3349008.877,3698310.953,0,0,0.01
283856.4,-3961765.992,3349008.879,3698310.955,0,0,0
283856.6,-3961765.992,3349008.878,3698310.954,0,0,0
283856.8,-3961765.992,3349008.875,3698310.951,0.01,0,0
283857,-3961765.992,3349008.875,3698310.952,-0.01,0,0.01
283857.2,-3961765.992,3349008.876,3698310.951,0,-0.01,-0.01
283857.4,-3961765.994,3349008.876,3698310.951,0,0.01,0.02
283857.6,-3961765.99,3349008.877,3698310.951,0.01,0,0
283857.8,-3961765.989,3349008.88,3698310.951,0,-0.01,0
283858,-3961765.99,3349008.877,3698310.952,0.01,0,0
283858.2,-3961765.991,3349008.881,3698310.955,-0.01,0,0.01
283858.4,-3961765.991,3349008.88,3698310.954,0,0,0
283858.6,-3961765.994,3349008.879,3698310.953,-0.01,0,0.01
283858.8,-3961765.993,3349008.88,3698310.954,0.01,0,0.01
283859,-3961765.993,3349008.88,3698310.953,0,0,0
283859.2,-3961765.994,3349008.881,3698310.954,0,0,0.01
283859.6,-3961765.989,3349008.878,3698310.951,0,-0.01,0
283859.8,-3961765.991,3349008.879,3698310.952,0,0.02,0.01
283860,-3961765.991,3349008.88,3698310.954,-0.02,0.01,0
283860.2,-3961765.994,3349008.881,3698310.952,-0.01,0.01,0.01
283860.4,-3961765.992,3349008.88,3698310.953,0,0,0
283860.6,-3961765.991,3349008.878,3698310.951,0,-0.01,0
283860.8,-3961765.993,3349008.88,3698310.952,0,0.01,0
283861,-3961765.993,3349008.881,3698310.951,-0.01,0.01,0.01
283861.2,-3961765.991,3349008.879,3698310.951,0,0,0.01
283861.4,-3961765.991,3349008.878,3698310.95,0,0.01,0
283861.6,-3961765.991,3349008.88,3698310.952,0,0,0
283861.8,-3961765.991,3349008.881,3698310.95,0,-0.01,0
283862,-3961765.992,3349008.88,3698310.951,0,0,0.01
