282859.2,-1.850752594,64.74655172,-19.9673624,1,23,0.0065,0.0069,0.0043,-0.0052,0.0045,-0.004,0.2,3.6
282859.4,-1.852161878,64.74662061,-19.96745838,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,3.8
282859.6,-1.852043731,64.74744232,-19.96860329,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,4
282859.8,-1.851161868,64.74782801,-19.97085575,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,3.5
282860,-1.852161878,64.74743303,-19.9668753,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,3.5
282860.2,-1.853571163,64.74831434,-19.9663882,1,23,0.0065,0.0069,0.0043,-0.0052,0.0045,-0.004,0.2,3.3
282860.4,-1.852161878,64.74824545,-19.96629222,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,3.5
282860.6,-1.850634447,64.74818585,-19.96792423,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,3.2
282860.8,-1.852807447,64.74787833,-19.96749575,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,3.3
282861,-1.852925594,64.74786904,-19.96576776,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,3.6
282861.2,-1.854098584,64.7479565,-19.96931972,1,23,0.0065,0.0069,0.0043,-0.0052,0.0045,-0.004,0.2,3.5
282861.4,-1.853571163,64.74750192,-19.96697128,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,3.2
282861.6,-1.852043731,64.74744232,-19.96860329,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,3.5
282861.8,-1.852043731,64.74662989,-19.96918637,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,3.5
282862,-1.852043731,64.74825474,-19.96802021,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,3.4
282862.2,-1.850925574,64.74947143,-19.97314557,1,23,0.0065,0.0069,0.0043,-0.0052,0.0045,-0.004,0.2,3.2
282862.4,-1.852161878,64.74743303,-19.9668753,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,3.8
282862.6,-1.851925584,64.74826403,-19.9697482,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,3.4
282862.8,-1.851398163,64.74780944,-19.96739976,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,3.3
282863,-1.851161868,64.74782801,-19.97085575,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,4
282863.2,-1.8526893,64.74870004,-19.96864066,1,23,0.0065,0.0069,0.0043,-0.0052,0.0045,-0.004,0.2,3.5
282863.4,-1.850634447,64.74818585,-19.96792423,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,3.5
282863.6,-1.850398152,64.74901685,-19.97079713,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,3.7
282863.8,-1.850752594,64.74736414,-19.96677932,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,3.8
282864,-1.850516299,64.74819514,-19.96965222,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,4
282864.2,-1.852571152,64.74952175,-19.96978557,1,23,0.0065,0.0069,0.0043,-0.0052,0.0045,-0.004,0.2,3.7
282864.4,-1.852807447,64.74787833,-19.96749575,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,4.2
282864.6,-1.852161878,64.74743303,-19.9668753,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,4
282864.8,-1.8526893,64.74870004,-19.96864066,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,4
282865,-1.852571152,64.74870932,-19.97036865,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,4.3
282865.2,-1.853216721,64.74915462,-19.9709891,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0.2,4.5
282865.4,-1.85386229,64.74797507,-19.97277571,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,4.5
282865.6,-1.852043731,64.74744232,-19.96860329,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,5.3
282865.8,-1.8526893,64.74707519,-19.96980682,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,5
282866,-1.853453015,64.7475112,-19.96869928,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,4.4
282866.2,-1.852807447,64.74787833,-19.96749575,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0.2,4.7
282866.4,-1.853334868,64.74833291,-19.96984419,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,4.3
282866.6,-1.8526893,64.74788761,-19.96922374,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.6,4.4
282866.8,-1.852453005,64.74871861,-19.97209664,1,23,0.0065,0.007,0.0044,-0.0052,0.0045,-0.004,0.8,4.4
282867,-1.849516289,64.74859012,-19.97363267,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0,4.8
282867.2,-1.851571142,64.75072915,-19.97318294,1,23,0.0065,0.0069,0.0043,-0.0051,0.0045,-0.004,0.2,4.5
282867.4,-1.852216711,64.7495496,-19.97496955,1,23,0.0065,0.007,0.0043,-0.0052,0.0045,-0.004,0.4,5.2
