283844.4,-101.245766,136.7684893,-20.4509973,1,30
283844.4,-101.2462385,136.7660149,-20.44583462,1,30
283844.6,-101.2453566,136.7664006,-20.44808709,1,30
283844.8,-101.2468841,136.7672726,-20.44587193,1,30
283845,-101.2474115,136.7669148,-20.44880345,1,30
283845.2,-101.2470022,136.7680757,-20.44356084,1,30
283845.4,-101.2482934,136.7681538,-20.44538477,1,30
283845.6,-101.2471203,136.7664415,-20.44299904,1,30
283845.8,-101.2455929,136.766382,-20.4446311,1,30
283846,-101.2475296,136.7677179,-20.44649235,1,30
283846.2,-101.2476478,136.7668961,-20.44534746,1,30
283846.4,-101.2470022,136.7688881,-20.44297774,1,30
283846.6,-101.2468841,136.768085,-20.44528884,1,30
283846.8,-101.2470022,136.7688881,-20.44297774,1,30
283847,-101.2474115,136.769352,-20.44705415,1,30
283847.2,-101.2452385,136.7688472,-20.44806579,1,30
283847.4,-101.2467659,136.7697191,-20.44585063,1,30
283847.6,-101.2477659,136.7685117,-20.44245326,1,30
283847.8,-101.2484115,136.768957,-20.44307368,1,30
283848,-101.2476478,136.7693334,-20.44359816,1,30
283848.2,-101.2475296,136.7701551,-20.44474305,1,30
283848.4,-101.2437111,136.7671628,-20.45086404,1,30
283848.6,-101.2437111,136.7679752,-20.45028095,1,30
283848.8,-101.2438292,136.7671535,-20.44913605,1,30
283849,-101.244711,136.7683926,-20.44571738,1,30
283849.2,-101.2439473,136.7671442,-20.44740805,1,30
283849.4,-101.2424199,136.7670846,-20.44904011,1,30
283849.6,-101.2451204,136.7680441,-20.45037688,1,30
283849.8,-101.2453566,136.7664006,-20.44808709,1,30
283850,-101.2454748,136.7663913,-20.4463591,1,30
283850.2,-101.2453566,136.7688379,-20.44633779,1,30
283850.4,-101.244711,136.7675801,-20.44630048,1,30
283850.6,-101.2440655,136.7679473,-20.44509696,1,30
283850.8,-101.2444198,136.7662945,-20.44107917,1,30
283851,-101.2455929,136.7680068,-20.4434649,1,30
283851.2,-101.244711,136.7659553,-20.44746667,1,30
283851.4,-101.242538,136.7662629,-20.44789522,1,30
283851.6,-101.2434199,136.7666896,-20.44505964,1,30
283851.8,-101.2454748,136.7663913,-20.4463591,1,30
283852,-101.2449473,136.7643119,-20.44517688,1,30
283852.2,-101.2464747,136.7643714,-20.44354482,1,30
283852.4,-101.244711,136.7659553,-20.44746667,1,30
283852.6,-101.2464747,136.7651838,-20.44296173,1,30
283852.8,-101.2461203,136.767649,-20.44639641,1,30
283853,-101.2464747,136.7668087,-20.44179553,1,30
283853.2,-101.2486477,136.7656887,-20.44195008,1,30
283853.4,-101.2485296,136.765698,-20.44367808,1,30
283853.6,-101.2468841,136.7688974,-20.44470574,1,30
283853.8,-101.2462385,136.7676397,-20.44466842,1,30
283854,-101.2468841,136.7697098,-20.44412264,1,30
283854.2,-101.2470022,136.7688881,-20.44297774,1,30
283854.4,-101.2470022,136.7656384,-20.44531014,1,30
283854.6,-101.2475296,136.7652806,-20.44824165,1,30
283854.8,-101.2475296,136.7652806,-20.44824165,1,30
283855,-101.2463566,136.7651931,-20.44468972,1,30
283855.2,-101.2471203,136.7631919,-20.44533144,1,30
283855.4,-101.2449473,136.7643119,-20.44517688,1,30
283855.6,-101.2455929,136.7655696,-20.4452142,1,30
