364634.6,310.68,-49.32
364634.8,315.72,-44.28
364635,314.37,-45.63
364635.2,312.33,-47.67
364635.4,314.86,-45.14
364635.6,315.38,-44.62
364635.8,312.22,-47.78
364636,317.72,-42.28
364636.2,313.9,-46.1
364636.4,312.64,-47.36
364636.6,316.42,-43.58
364636.8,313.32,-46.68
364637,317.87,-42.13
364637.2,314.28,-45.72
364637.4,314.62,-45.38
364637.6,313.08,-46.92
364637.8,317.77,-42.23
364638,316.33,-43.67
364638.2,314.33,-45.67
364638.4,314.12,-45.88
364638.6,316.84,-43.16
364638.8,313.4,-46.6
364639,314.87,-45.13
364639.2,314.39,-45.61
364639.4,316.69,-43.31
364639.6,315.2,-44.8
364639.8,314.58,-45.42
364640,316.28,-43.72
364640.2,314.8,-45.2
364640.4,315.45,-44.55
364640.6,314.92,-45.08
364640.8,315.55,-44.45
364641,315.94,-44.06
364641.2,316.45,-43.55
364641.4,315.7,-44.3
364641.6,315.54,-44.46
364641.8,316.14,-43.86
364642,316.46,-43.54
364642.2,314.93,-45.07
364642.4,316.7,-43.3
364642.6,315.73,-44.27
364642.8,317.48,-42.52
364643,315.55,-44.45
364643.2,316.96,-43.04
364643.4,315.76,-44.24
364643.6,316.23,-43.77
364643.8,316.65,-43.35
364644,316.33,-43.67
364644.2,316.66,-43.34
364644.4,316.89,-43.11
364644.6,316.55,-43.45
364644.8,317.12,-42.88
364645,317.31,-42.69
364645.2,316.73,-43.27
364645.4,317.11,-42.89
364645.6,316.63,-43.37
364645.8,316.69,-43.31
364646,316.83,-43.17
364646.2,317.3,-42.7
364646.4,316.9,-43.1
364646.6,317.55,-42.45
364646.8,316.72,-43.28
364647,317.62,-42.38
364647.2,316.12,-43.88
364647.4,317.63,-42.37
364647.6,320.12,-39.88
364647.8,316.71,-43.29
364648,318.05,-41.95
364648.2,321.23,-38.77
364648.4,312.37,-47.63
364648.6,318.51,-41.49
364648.8,315.76,-44.24
364649,316.21,-43.79
364649.2,316.39,-43.61
364649.4,316.76,-43.24
364649.6,318.45,-41.55
364649.8,319.1,-40.9
364650,316.7,-43.3
364650.2,321.98,-38.02
364650.4,318.54,-41.46
364650.6,322.37,-37.63
364650.8,324.74,-35.26
364651,318.39,-41.61
364651.2,318.24,-41.76
364651.4,322.03,-37.97
364651.6,329.1,-30.9
364651.8,320.9,-39.1
364652,322.38,-37.62
364652.2,326.71,-33.29
364652.4,323.64,-36.36
364652.6,325.51,-34.49
364652.8,326.66,-33.34
364653,327.17,-32.83
364653.2,328.15,-31.85
364653.4,328.69,-31.31
364653.6,329.87,-30.13
364653.8,329.6,-30.4
364654,331.58,-28.42
364654.2,331.58,-28.42
364654.4,333.07,-26.93
364654.6,333.55,-26.45
364654.8,335.89,-24.11
364655,335.68,-24.32
364655.2,337.87,-22.13
364655.4,338.91,-21.09
364655.6,339.83,-20.17
364655.8,341.57,-18.43
364656,341.99,-18.01
364656.2,344.06,-15.94
364656.4,345.72,-14.28
364656.6,345.34,-14.66
364656.8,348.36,-11.64
364657,348.23,-11.77
364657.2,349.64,-10.36
364657.4,350.85,-9.15
364657.6,351.78,-8.22
364657.8,352.47,-7.53
364658,352.3,-7.7
364658.2,353.31,-6.69
364658.4,353.24,-6.76
364658.6,353.56,-6.44
364658.8,353.59,-6.41
364659,353.48,-6.52
364659.2,354.61,-5.39
364659.4,352.79,-7.21
364659.6,354.61,-5.39
364659.8,354.15,-5.85
364660,353.93,-6.07
364660.2,354.04,-5.96
364660.4,353.65,-6.35
364660.6,354.52,-5.48
364660.8,354.46,-5.54
364661,355.36,-4.64
364661.2,354.92,-5.08
364661.4,356.59,-3.41
364661.6,355.48,-4.52
364661.8,355.57,-4.43
364662,355.79,-4.21
364662.2,355.85,-4.15
364662.4,356.33,-3.67
364662.6,355.19,-4.81
364662.8,355.41,-4.59
364663,353.9,-6.1
364663.2,355.7,-4.3
364663.4,353.97,-6.03
364663.6,354.63,-5.37
364663.8,353.94,-6.06
364664,353.61,-6.39
364664.2,352.99,-7.01
364664.4,351.59,-8.41
364664.6,354.19,-5.81
364664.8,352.38,-7.62
364665,349.68,-10.32
364665.2,351.59,-8.41
364665.4,348.78,-11.22
364665.8,348.56,-11.44
364666,346.95,-13.05
364666.2,346.57,-13.43
364666.4,346.1,-13.9
364666.6,348.18,-11.82
364666.8,347.53,-12.47
364667,348.11,-11.89
364667.2,347.46,-12.54
364667.4,349.08,-10.92
364667.6,351.5,-8.5
364667.8,351.24,-8.76
364668,352.96,-7.04
364668.2,356.71,-3.29
364668.4,357.83,-2.17
364668.6,359.6,-0.4
364668.8,359.82,-0.18
364669,3.26,3.26
364669.2,2.04,2.04
364669.4,2.95,2.95
364669.6,6.7,6.7
364669.8,7.53,7.53
364670,8.46,8.46
364670.2,12.94,12.94
364670.4,10.52,10.52
364670.6,9.67,9.67
364670.8,12.4,12.4
364671,12.9,12.9
364671.2,11.56,11.56
364671.4,12.87,12.87
364671.6,14.02,14.02
364671.8,13,13
364672,13.83,13.83
364672.2,17.48,17.48
364672.4,14.53,14.53
364672.6,17.42,17.42
364672.8,14.56,14.56
364673,17.7,17.7
364673.2,14.89,14.89
364673.4,12.18,12.18
364673.6,16.29,16.29
364673.8,15.7,15.7
364674,11.32,11.32
364674.2,16.88,16.88
364674.4,14.1,14.1
364674.6,13.53,13.53
364674.8,14.18,14.18
364675,12.66,12.66
364675.2,15.65,15.65
364675.4,11.09,11.09
364675.6,14.68,14.68
364675.8,8.17,8.17
364676,10.89,10.89
364676.2,11.22,11.22
364676.4,10.72,10.72
364676.6,6.79,6.79
364676.8,6.77,6.77
364677,4.33,4.33
364677.2,7.77,7.77
364677.4,2.07,2.07
364677.6,4.88,4.88
364677.8,358.3,-1.7
364678,1.6,1.6
364678.2,5.11,5.11
364678.4,356.32,-3.68
364678.6,1.54,1.54
364678.8,359.59,-0.41
